metal,P_bar,cost,T_C,Tsep_C,V_m3,metal_cost,reactor,fresh_comp,recycle_comp,refrig,logTOF
Fe,620.0,16.42434100427098,450.0,30.0,0.3864167100189092,0.0015938087344456928,0.03722026527789253,16.32706315220386,0.05846377805477903,0.0,-3.2134277947750864
Fe,625.0,16.466682537365926,450.0,30.0,0.38127847178794894,0.0015726156318705826,0.03713246084169828,16.37036538688376,0.0576120740085973,0.0,-3.20761418050222
Fe,630.0,16.50870152396097,450.0,30.0,0.3762635235054113,0.0015519310492211659,0.03704621383333147,16.41332258017128,0.056780798907137595,0.0,-3.2018640143153787
Fe,635.0,16.550402685061773,450.0,30.0,0.371367782039037,0.0015317381452695908,0.03696148304618461,16.4559401873522,0.0559692765181151,0.0,-3.1961761200830674
Fe,640.0,16.59179064392841,450.0,30.0,0.3665873353721028,0.001512020784568656,0.036878228720076,16.498223535349993,0.055176859073771484,0.0,-3.190549353356934
Fe,645.0,16.63286992852051,450.0,30.0,0.36191843395257844,0.0014927635017706637,0.03679641247789622,16.5401778267216,0.054402925819243664,0.0,-3.1849826002288104
Fe,650.0,16.67364497388037,450.0,30.0,0.3573574825539541,0.0014739514680567128,0.03671599726558798,16.581808143498993,0.05364688164773289,0.0,-3.179474776240173
Fe,655.0,16.71412012445489,450.0,30.0,0.35290103261310485,0.0014555704595335616,0.03663694729525414,16.6231194508835,0.05290815581660355,0.0,-3.1740248253410943
Fe,660.0,16.75429963635721,450.0,30.0,0.34854577501316114,0.0014376068274659641,0.036559227991202974,16.6641166007997,0.05218620073884225,0.0,-3.168631718895927
Fe,665.0,16.794187679568996,450.0,30.0,0.34428853328181985,0.0014200474702225198,0.036482805938753866,16.704804335315153,0.05148049084486794,0.0,-3.163294454733178
Fe,670.0,16.833788340084496,450.0,30.0,0.34012625717770334,0.0014028798068220656,0.03640764883563779,16.74518728993209,0.050790521509946895,0.0,-3.158012056237151
Fe,675.0,16.87310562199745,450.0,30.0,0.3360560166394334,0.0013860917519761143,0.03633372544583909,16.785269996756718,0.0501158080429174,0.0,-3.152783571479133
Fe,680.0,16.912143449532014,450.0,30.0,0.33207499607394175,0.0013696716925305017,0.036261005555735276,16.82505688755156,0.04945588473218474,0.0,-3.147608072386008
Fe,685.0,16.950905669018454,450.0,30.0,0.3281804889620488,0.0013536084652156371,0.03618945993239728,16.86455229667601,0.04881030394482981,0.0,-3.1424846539440807
Fe,690.0,16.989396050818588,450.0,30.0,0.324369892762734,0.00133789133562873,0.036119060283955354,16.903760463919934,0.04817863527906674,0.0,-3.137412433438392
Fe,695.0,17.027618291189178,450.0,30.0,0.32064070409175227,0.0013225099783475821,0.03604977922181088,16.94268553723498,0.04756046475403825,0.0,-3.132390549718375
Fe,700.0,17.065576014109585,450.0,30.0,0.3169905141679531,0.0013074544581485408,0.03598159022478362,16.981331575367978,0.04695539405867442,0.0,-3.127418162502523
Fe,705.0,17.103272773046015,450.0,30.0,0.31341700449863863,0.0012927152122103908,0.035914467604862874,17.019702550400666,0.04636303982827361,0.0,-3.122494451703983
Fe,710.0,17.140712052673685,450.0,30.0,0.30991794279760826,0.0012782830332779794,0.035848386474627514,17.057802350199598,0.045783032966180574,0.0,-3.117618616787189
Fe,715.0,17.17789727055044,450.0,30.0,0.3064911791184598,0.0012641490537136876,0.03578332271618291,17.095634780780166,0.0452150180003774,0.0,-3.1127898761496615
Fe,720.0,17.214831778744333,450.0,30.0,0.3031346421907186,0.0012503047303854815,0.03571925295154276,17.133203568588186,0.044658652474217575,0.0,-3.108007466528535
Fe,725.0,17.25151886541676,450.0,30.0,0.2998463359467368,0.0012367418303418111,0.035656154514379514,17.17051236270256,0.04411360636947953,0.0,-3.1032706424307737
Fe,730.0,17.287961756358825,450.0,30.0,0.2966243362265346,0.0012234524172204464,0.035594005423041315,17.207564736962272,0.04357956155629282,0.0,-3.0985786755837905
Fe,735.0,17.324163616493664,450.0,30.0,0.2934667876548548,0.0012104288383676229,0.03553278435486007,17.24436419202073,0.04305621127970987,0.0,-3.093930854412447
Fe,740.0,17.36012755132652,450.0,30.0,0.29037190067241353,0.001197663712593182,0.03547247062152936,17.280914157330496,0.042543259661902214,0.0,-3.089326483529644
Fe,745.0,17.395856608361445,450.0,30.0,0.2873379487195446,0.0011851499185542688,0.03541304414563386,17.317217993061234,0.04204042123602451,0.0,-3.084764883250276
Fe,750.0,17.431353778480197,450.0,30.0,0.2843632655612553,0.0011728805837222993,0.03535448543822882,17.353278991953417,0.041547420504829694,0.0,-3.080245389124361
Fe,755.0,17.466621997275222,450.0,30.0,0.28144624274186497,0.0011608490738843986,0.03529677557734139,17.389100381110527,0.04106399151346863,0.0,-3.0757673514827504
Fe,760.0,17.501664146362167,450.0,30.0,0.27858532717162615,0.0011490489831892132,0.035239896187539116,17.42468532373206,0.04058987745937722,0.0,-3.0713301350097515
