case,P_bar,cost,T_C,Tsep_C,V_m3,metal_cost,reactor_base,vessel_pressure_premium,fresh_comp,recycle_comp,refrigeration,compressor_capex
Fe,795.0,24.151141871431054,450.0,30.0,0.26001007489531663,0.0010724337681767319,0.034863556177872956,0.22301828220335218,17.66741245787339,0.0375120781531002,0.0,6.187263063255162
Fe,800.0,24.194935751315864,450.0,30.0,0.2575480395863659,0.0010622788931980403,0.03481271851086901,0.22625958624591067,17.70121256378489,0.03710421833989021,0.0,6.194484385541106
Fe,805.0,24.238531360120707,450.0,30.0,0.2551302797744908,0.0010523066362897672,0.03476256754852022,0.22955388163521404,17.734802075769387,0.036703716553222035,0.0,6.201656811978073
Fe,810.0,24.281933030127867,450.0,30.0,0.25275568607079224,0.001042512421682616,0.03471308942686713,0.23290247859686852,17.768183601826376,0.036310389237439754,0.0,6.208780958618634
Fe,815.0,24.325145084241385,450.0,30.0,0.2504231843905566,0.0010328918192224197,0.034664270652692515,0.23630673090968618,17.801359701807037,0.03592405866550988,0.0,6.215857430387237
Fe,820.0,24.368171838992637,450.0,30.0,0.24813173459450477,0.0010234405387658564,0.03461609809115068,0.23976803773053995,17.83433288859222,0.0355445527088539,0.0,6.222886821331109
Fe,825.0,24.41101760762775,450.0,30.0,0.24588032919519415,0.001014154424844893,0.03456855895397427,0.2432878455117462,17.867105629234594,0.03517170462808873,0.0,6.229869714874499
Fe,830.0,24.453686703249804,450.0,30.0,0.2436679921188263,0.001005029451559756,0.03452164078809803,0.24686765001649577,17.899680346066273,0.034805352867228634,0.0,6.236806684060151
Fe,835.0,24.496183442038067,450.0,30.0,0.24149377752246595,0.0009960617177004493,0.03447533146473974,0.2505089984382324,17.932059417773242,0.03444534085842679,0.0,6.2436982917857256
Fe,840.0,24.538512146547895,450.0,30.0,0.2393567686633301,0.0009872474420830417,0.03442961916890608,0.25421349163028817,17.964245180437636,0.03409151683535717,0.0,6.2505450910336275
Fe,845.0,24.58067714909956,450.0,30.0,0.23725607681752536,0.0009785829590899056,0.03438449238930443,0.25798278645252554,17.99623992854912,0.03374373365476224,0.0,6.2573476250947575
Fe,850.0,25.027208693871177,450.0,30.0,0.23519084024576342,0.0009700647144037227,0.03433993990864212,0.2618185982422143,18.02804591598645,0.033401848625801554,0.0,6.6686323263936655
Fe,855.0,25.069706430367912,450.0,30.0,0.2331602232037149,0.0009616892609256037,0.03429595079429582,0.26572270341688264,18.05966535697025,0.033065723346775676,0.0,6.675995006578781
Fe,860.0,25.112049492240896,450.0,30.0,0.23116341499480758,0.0009534532548682735,0.0342525143893349,0.2696969422174432,18.091100426987964,0.032735223548887436,0.0,6.6833109318424
Fe,865.0,25.154242335962294,450.0,30.0,0.22919962906338393,0.0009453534520157223,0.034209620303882846,0.2737432216004913,18.12235326369203,0.03241021894668067,0.0,6.690580657967191
Fe,870.0,25.196289445467862,450.0,30.0,0.22726810212624682,0.0009373867041411915,0.03416725840680199,0.27786351828932687,18.153425967772222,0.032090583094809805,0.0,6.6978047312005575
Fe,875.0,25.23819533628648,450.0,30.0,0.2253680933407466,0.0009295499555758782,0.034125418817687624,0.28205988199395626,18.184320603802867,0.031776193250878396,0.0,6.704983688465519
Fe,880.0,25.27996455982617,450.0,30.0,0.22349888350764086,0.000921840239921061,0.03408409189915801,0.2863344388110944,18.21503920106606,0.031466930244016755,0.0,6.71211805756592
Fe,885.0,25.32160170782866,450.0,30.0,0.2216597743070697,0.0009142546768968164,0.0340432682494274,0.29068939481601563,18.245583754351465,0.031162678348914327,0.0,6.719208357385942
Fe,890.0,25.363111417006074,450.0,30.0,0.219850087565918,0.0009067904693201901,0.034002938695146805,0.295127039859005,18.27595622473364,0.03086332516467102,0.0,6.72625509808429
Fe,895.0,25.40449837387982,450.0,30.0,0.21806916455628889,0.0008994449002116924,0.03396309428452795,0.29964975158013474,18.30615854032755,0.03056876150146132,0.0,6.733258781285938
Fe,900.0,25.44576731981553,450.0,30.0,0.21631636531964696,0.0008922153300076687,0.03392372628064933,0.3042599996571573,18.336192597023075,0.030278881263858165,0.0,6.740219900260785
Fe,905.0,25.486923056311316,450.0,30.0,0.2145910680227585,0.0008850991939038189,0.03388482615510089,0.3089603503024605,18.36606025919912,0.029993581350873485,0.0,6.747138940109856
Fe,910.0,25.527970450511514,450.0,30.0,0.21289266833581583,0.0008780939992902199,0.03384638558177068,0.31375347102628925,18.3957633604181,0.02971276154979194,0.0,6.75401637793627
Fe,915.0,25.56891444099592,450.0,30.0,0.21122057883720713,0.0008711973232962469,0.03380839643089061,0.3186421356848124,18.42530370410138,0.029436324439026152,0.0,6.760852683016513
Fe,920.0,25.609760043853576,450.0,30.0,0.20957422844162865,0.0008644068104317731,0.03377085076328399,0.32362922983310444,18.454683064186295,0.02916417529386655,0.0,6.767648316966594
Fe,925.0,25.650512359064816,450.0,30.0,0.20795306185082554,0.0008577201703217035,0.03373374082481421,0.3287177564047516,18.48390318576539,0.02889622199600777,0.0,6.774403733903534
Fe,930.0,25.691176577216304,450.0,30.0,0.20635653902593862,0.000851135175529625,0.03369705904102669,0.33391084174156954,18.512965785708406,0.028632374946604176,0.0,6.781119380603171
Fe,935.0,25.73175798657426,450.0,30.0,0.20478413468047743,0.0008446496594665286,0.03366079801197581,0.3392117419988751,18.541872553267627,0.028372546982742948,0.0,6.787795696653571
Fe,940.0,25.772261980544513,450.0,30.0,0.20323533779300912,0.0008382615143808554,0.03362495050722994,0.3446238499538863,18.570625150667023,0.028116653297175755,0.0,6.794433114604819
Fe,945.0,25.812694065549422,450.0,30.0,0.2017096511386705,0.0008319686894261761,0.033589509461046774,0.3501507022471663,18.599225213675822,0.027864611361119652,0.0,6.801032060114838
Fe,950.0,25.853059869353675,450.0,30.0,0.20020659083848977,0.0008257691888023304,0.033554467967708314,0.35579598708958815,18.627674352166952,0.027616340849492757,0.0,6.80759295209113
Fe,955.0,25.89336514988376,450.0,30.0,0.1987256859273277,0.0008196610699733642,0.033519819277046045,0.3615635524701129,18.655974150660743,0.027371763572990832,0.0,6.814116202832895
Fe,960.0,25.93361580454878,450.0,30.0,0.19726647793425303,0.0008136424419367518,0.03348555679002349,0.36745741490276584,18.684126168854544,0.027130803401420073,0.0,6.82060221815809
Fe,965.0,25.973817880162716,450.0,30.0,0.19582852048468363,0.0008077114635823922,0.03345167405460479,0.37348176875459205,18.71213194213851,0.026893386206776306,0.0,6.8270513975446505
Fe,970.0,26.013977583451883,450.0,30.0,0.19441137891284488,0.0008018663420941623,0.0334181647616522,0.3796409962001158,18.73999298209808,0.026659439795292894,0.0,6.833464134254648
Fe,975.0,26.054101292230424,450.0,30.0,0.19301462988961812,0.000796105331414944,0.03338502274098038,0.3859396778519534,18.767710777003543,0.02642889384460651,0.0,6.839840815457925
Fe,980.0,26.09419556730468,450.0,30.0,0.19163786106612543,0.0007904267307765611,0.03335224195758561,0.3923826041217717,18.795286792287087,0.02620167984876831,0.0,6.84618182235869
Fe,985.0,26.134267165140354,450.0,30.0,0.1902806707281994,0.0007848288832746093,0.03331981650794431,0.3989747873708139,18.822722471007687,0.02597773105874408,0.0,6.8524875303118895
Fe,990.0,26.17432305137915,450.0,30.0,0.1889426674647591,0.0007793101745006445,0.03328774061646053,0.4057214749147554,18.85001923430425,0.02575698242857344,0.0,6.858758308940614
Fe,995.0,26.214370415266757,450.0,30.0,0.1876234698480069,0.0007738690312231275,0.033256008632021404,0.4126281629538102,18.87717848183733,0.02553937056267318,0.0,6.8649945222497
Fe,1000.0,26.254416685071746,450.0,30.0,0.18632270612519755,0.0007685039201160997,0.03322461502466203,0.4197006115058023,18.904201592219778,0.025324833664905632,0.0,6.871196528736479
Ru,30.0,1865.1911116314332,425.0,-40.0,61.88273975979653,1718.1683689315917,0.201862452941862,0.4762164233160968,0.0,100.39686670878547,11.263154637828702,34.68464247696924
Ru,35.0,412.846912048793,450.0,-40.0,10.75155216062341,298.51582058269867,0.09592284759102566,0.08071579946918654,0.8310416118494507,75.55235465822973,11.263154637828702,26.507901911126226
Ru,40.0,139.60430515059875,450.0,-40.0,3.2602283908473586,90.5199304101576,0.0629314739441465,0.02900099248917981,1.5509226002663583,26.149302910299077,11.263154637828702,10.0290621256137
Ru,45.0,80.56726114693052,450.0,-40.0,1.6435162486361965,45.63207193464291,0.05143406811012677,0.017895916451237018,2.1859026335045497,15.012571050762554,11.263154637828702,6.404230905630446
Ru,50.0,56.152018068466035,450.0,-40.0,0.9823517353937714,27.274902266288805,0.04512465739134356,0.013066315834721377,2.75391162870125,10.175967943238074,11.263154637828702,4.625890619183133
Ru,55.0,44.03061296940878,450.0,-40.0,0.6426676360239104,17.843605636053283,0.04105331192783542,0.010374804268790859,3.2677382659824237,7.509706691587298,11.263154637828702,4.094979621760444
Ru,60.0,37.01994694320307,450.0,-40.0,0.4456190569709739,12.372570627166585,0.03819418271435282,0.00866905776784558,3.736825233770909,5.840172239128711,11.263154637828702,3.76036096482596
Ru,65.0,32.72135606245549,450.0,-40.0,0.3221545627684956,8.94459071793424,0.03607795015851832,0.007499848643327811,4.168343413751375,4.707607035040394,11.263154637828702,3.5940824590989306
Ru,70.0,29.92216643675127,450.0,-40.0,0.24047920632367395,6.676882233962505,0.03445365330492111,0.007800507595352439,4.56786684562036,3.8956255177944445,11.263154637828702,3.4763830406449845
Ru,75.0,27.75399637621209,450.0,-40.0,0.18418900277272104,5.113990099622944,0.03317288992154626,0.008488245697119708,4.9398142622058,3.289336327918612,11.263154637828702,3.106039913017365
Ru,80.0,26.500339534937808,450.0,-40.0,0.14411553620286152,4.001354121302829,0.0321415425621869,0.009181128971718147,5.287747834037267,2.8222720404537904,11.263154637828702,3.0844882297813143
Ru,85.0,25.632602627794906,450.0,-40.0,0.11481894560235664,3.1879370767002206,0.03129677370553014,0.009879215374786664,5.614581186238835,2.453422270539102,11.263154637828702,3.072331467407728
Ru,90.0,25.030160262673434,450.0,-40.0,0.09291751812832184,2.5798460311776483,0.030594945543749322,0.010582563735667253,5.922727867275459,2.1561808565939,11.263154637828702,3.0670733605183074
Ru,95.0,24.61467274331326,450.0,-40.0,0.07622828271852923,2.116471001337938,0.03000479335248789,0.011291233773931559,6.214209622419333,1.9125767890892438,11.263154637828702,3.066964665511623
Ru,100.0,24.333655279980714,450.0,-40.0,0.06329733284708874,1.7574444111192682,0.029503340433703784,0.012005286116283938,6.490736862472159,1.7100631292147728,11.263154637828702,3.070747612795823
Ru,105.0,24.075779902433435,450.0,-35.0,0.08488298989610442,2.3567681208997917,0.030317812588708686,0.012724782313851213,6.753769479124909,1.5895002316858409,10.239062580464564,3.093636895355768
Ru,110.0,23.812692004753536,450.0,-35.0,0.07167019537304922,1.9899161408028352,0.029833066001021865,0.013449784859869255,7.004563499753333,1.4355661671785318,10.239062580464564,3.100300765693381
Ru,115.0,23.999726419356165,450.0,-35.0,0.06105944769964487,1.6953097433821118,0.02941171761411914,0.01418035720777732,7.244207362873569,1.304125520830473,10.239062580464564,3.47342913698355
Ru,120.0,23.8983244732733,450.0,-35.0,0.05244464512500314,1.4561205713158145,0.02904297171541192,0.014916563789730945,7.473650467541818,1.190872159351994,10.239062580464564,3.494659159093967
Ru,125.0,23.751269611695353,450.0,-30.0,0.07552284364799956,2.0968845528080684,0.02997854464958522,0.015658470035544863,7.693725890907051,1.1281030039106257,9.257088230579932,3.5298309188045467
Ru,130.0,23.616141304198994,450.0,-30.0,0.06556805988020122,1.8204909306805501,0.02959473197954636,0.016406142392077536,7.905168647522283,1.0366536992469546,9.257088230579932,3.5507389217976524
Ru,135.0,23.531543336677395,450.0,-30.0,0.057289923697342086,1.5906492688810656,0.02925366212290455,0.0171596483430695,8.108630500780007,0.9565114697083413,9.257088230579932,3.572250556262077
Ru,140.0,23.375431997126512,450.0,-25.0,0.07892090469796867,2.1912313938564423,0.030103927131850616,0.017919056429447827,8.30469207939127,0.9121540928365025,8.314685686050309,3.6046457614306933
Ru,145.0,23.25955516026169,450.0,-25.0,0.06955183009844045,1.931099930938764,0.02975147358365708,0.018684436270109607,8.493872866725853,0.8458612435451013,8.314685686050309,3.625599523147899
Ru,150.0,23.18465745783666,450.0,-25.0,0.06161090112334557,1.7106207951102563,0.02943444269399829,0.019455858583197653,8.676639495976708,0.7869747801323632,8.314685686050309,3.6468463992898292
Ru,155.0,23.09808515947348,450.0,-20.0,0.08466733547583981,2.3507804964837242,0.03031020432326392,0.020233395207882175,8.853412684662041,0.7562919141675569,7.4095101825844685,3.6775462820445415
Ru,160.0,22.98620244273397,450.0,-20.0,0.07551533227137383,2.0966760001522626,0.029978264526786255,0.021017119126662338,9.024573067808177,0.7064004483138842,7.4095101825844685,3.6980473602217283
Ru,165.0,22.909709325799064,450.0,-20.0,0.06763857616777276,1.8779786179819176,0.029676749986661227,0.021807104488202382,9.190466133257882,0.6616047913938888,7.4095101825844685,3.718665746106045
Ru,170.0,22.862214387951408,450.0,-20.0,0.06082372574865792,1.6887649458889704,0.029401973603071344,0.022603426630717353,9.351406420009743,0.6212101074619022,7.4095101825844685,3.7393173317725363
Ru,175.0,22.78557050813057,450.0,-15.0,0.08341453807559131,2.31599669611965,0.030265820549299792,0.023406162105923722,9.507681107826158,0.6012940955607395,6.539398614949186,3.7675280110196105
Ru,180.0,22.700131537127845,450.0,-15.0,0.07539806264170323,2.0934200200660795,0.0299738894387536,0.0242153887035711,9.659553101046367,0.566226401380831,6.539398614949186,3.7873441215430588
Ru,185.0,22.641909692983685,450.0,-15.0,0.06838022288686156,1.898570368421644,0.02970583449116106,0.025031185476571526,9.80726368978868,0.5343478514525952,6.539398614949186,3.8075921484038466
Ru,190.0,22.608021571759664,450.0,-15.0,0.06221104917093244,1.7272838484275845,0.029459063784713864,0.025853632766743122,9.951034856190242,0.5052693557448436,6.539398614949186,3.8297221998963473
Ru,195.0,22.5594713682337,450.0,-10.0,0.08500830852359473,2.36024758064297,0.03032222955477457,0.02668281223118626,10.091071281026833,0.49195765470136776,5.702352278840991,3.856837531235581
Ru,200.0,22.48750745808598,450.0,-10.0,0.07764922326516749,2.1559232801291297,0.03005731360135269,0.02751880686930976,10.22756209624307,0.46621915931730357,5.702352278840991,3.8778745230848224
Ru,205.0,22.437054767778726,450.0,-10.0,0.07111963385305284,1.9746298526959982,0.029811972800700186,0.028361701050526426,10.360682421050402,0.44259418565562125,5.702352278840991,3.898622355684488
Ru,210.0,22.404889169704777,450.0,-10.0,0.06530643308789423,1.8132268877381768,0.029584280384695884,0.02921158054263715,10.490594712895817,0.4208488918741511,5.702352278840991,3.919070537428307
Ru,215.0,22.388309974499794,450.0,-10.0,0.06011447421393375,1.6690726446542579,0.029372545509881963,0.030068532540923558,10.617449959446144,0.40078173684587753,5.702352278840991,3.939212276661721
Ru,220.0,22.326648927339637,450.0,-5.0,0.08182979800795112,2.2719965392460715,0.030209215840776633,0.03093264569797003,10.741388733524241,0.39224599586815706,4.896521543557266,3.963354253605155
Ru,225.0,22.661235102138736,450.0,-5.0,0.07554976646457955,2.0976320622433304,0.02997954857602569,0.031804010154236464,10.862542129481257,0.374155364614322,4.896521543557266,4.368600443512294
Ru,230.0,22.62956306840214,450.0,-5.0,0.06990072610990532,1.9407869954299652,0.029764993131482568,0.032682717569404024,10.98103259664448,0.3573825494062102,4.896521543557266,4.391391672663332
Ru,235.0,22.61155828884405,450.0,-5.0,0.06480570383001147,1.7993241876374337,0.029564220809523128,0.033568861154516585,11.096974683125204,0.34179768406706207,4.896521543557266,4.413807108493047
Ru,240.0,22.605384261232253,450.0,-5.0,0.06019869328198774,1.671410979048516,0.029376048594995867,0.03446253570494171,11.210475701312726,0.3272869350861173,4.896521543557266,4.435850517927692
Ru,245.0,22.554430823533174,450.0,0.0,0.08154837256056588,2.2641827885332457,0.030199108871768843,0.03536383763417558,11.321636324745265,0.3216876145627103,4.120192208064269,4.461168941121738
Ru,250.0,22.51572424638109,450.0,0.0,0.07592526232042238,2.1080576688773984,0.029993532604941493,0.036272865008517174,11.430551124677958,0.3084128432405997,4.120192208064269,4.482244003907405
Ru,255.0,22.489575145263256,450.0,0.0,0.07081207587212458,1.9660905346810789,0.029800155462516954,0.03718971758263789,11.537309053514294,0.29600832412389405,4.120192208064269,4.502985151834562
Ru,260.0,22.474429671550922,450.0,0.0,0.06615249615203804,1.8367177480422907,0.029618007265079144,0.03811449683607379,11.64199388129319,0.284396598714189,4.120192208064269,4.52339673133583
Ru,265.0,22.468940797805057,450.0,0.0,0.06189748921337444,1.718577886103827,0.029446214271422005,0.0390473060106683,11.74468459059793,0.27350887126437967,4.120192208064269,4.5434837214925645
Ru,270.0,22.439226542919634,450.0,5.0,0.08339713946083853,2.3155136252399915,0.030265201911394646,0.039988250148994736,11.845455734550917,0.26980700320257983,3.371773328637891,4.566423399227864
Ru,275.0,22.403064607104277,450.0,5.0,0.0781736944157289,2.170485171616313,0.030076582180768176,0.04093743613378827,11.944377761959132,0.25972541588463827,3.371773328637891,4.585688910691744
Ru,280.0,22.377439357129866,450.0,5.0,0.07338212000364236,2.0374475649397956,0.029898161433058422,0.041894972728418724,12.041517313162176,0.2502455251940155,3.371773328637891,4.604662491034509
Ru,285.0,22.361158319311055,450.0,5.0,0.0689788106723209,1.9151901012097714,0.029729198529400553,0.042860970618436176,12.136937489694793,0.2413184135042267,3.371773328637891,4.623348817116539
Ru,290.0,22.35317457371047,450.0,5.0,0.06492532828598428,1.802645549251366,0.029569019795824925,0.043835542454223,12.230698100496761,0.23290017353379983,3.371773328637891,4.6417528595406035
Ru,295.0,22.352566823269918,450.0,5.0,0.06118770152469317,1.698870698605617,0.02941701164338382,0.04481880289478655,12.322855887076004,0.22495129205924136,3.371773328637891,4.659879802352995
Ru,300.0,22.31861883913703,450.0,10.0,0.08198599006941362,2.276333196939716,0.030214818043122278,0.04581086865272825,12.413464729747618,0.222599299478924,2.64978633617695,4.68040959009797
Ru,305.0,22.290465626600415,450.0,10.0,0.07737222853920894,2.1482325479742475,0.030047111863716065,0.046811858540426556,12.50257583682592,0.21515619875973938,2.64978633617695,4.697855736459416
Ru,310.0,22.27058844795989,450.0,10.0,0.0731027391161577,2.029690581237661,0.02988758822165795,0.04782189351747154,12.590237918432951,0.2081127053162559,2.64978633617695,4.715051425056946
Ru,315.0,22.258134991268783,450.0,10.0,0.06914606153646678,1.9198338055054667,0.02973570924146184,0.04884109673939138,12.676497346400367,0.2014395055203116,2.64978633617695,4.732001191684834
Ru,320.0,22.25234749583163,450.0,10.0,0.06547411711069645,1.8178826186426633,0.029590981415309563,0.049869593607711676,12.761398301579085,0.1951100014389996,2.64978633617695,4.74870966297091
Ru,325.0,22.252550976345333,450.0,10.0,0.06206179209203479,1.723139739863605,0.029452951198850726,0.05090751182139066,12.844982909728083,0.18910000801899174,2.64978633617695,4.765181519537461
Ru,330.0,22.229142402843713,450.0,15.0,0.08267389865737657,2.295432913292646,0.03023943078665618,0.051954981429674044,12.927291367028793,0.18762481769918246,1.9528552865395714,4.7837436060671905
Ru,335.0,22.20402252380132,450.0,15.0,0.07844858586923063,2.1781175066119776,0.030086656651641654,0.05301213488641613,13.008362056161179,0.18194470578987784,1.9528552865395714,4.799644177160657
Ru,340.0,22.18576061687478,450.0,15.0,0.07451068876315713,2.0687821689390584,0.02994067690273506,0.05407910710591431,13.088231653780651,0.17654205863813374,1.9528552865395714,4.815329664968715
Ru,345.0,22.173710502227063,450.0,15.0,0.0708362047771681,1.9667604714289284,0.02980108345987177,0.05515603552030676,13.166935230149027,0.17139830520152727,1.9528552865395714,4.830804089927828
Ru,350.0,22.167291697123463,450.0,15.0,0.06740349379542906,1.8714515783288228,0.029667499052093507,0.0562430601385841,13.244506341597068,0.1664964476683714,1.9528552865395714,4.84607148379895
Ru,355.0,22.165981907487883,450.0,15.0,0.06419301116401098,1.7823128341859769,0.02953957441435662,0.05734032360726912,13.32097711642869,0.1618209007371132,1.9528552865395714,4.861135871574905
Ru,360.0,22.16405449238852,450.0,20.0,0.08500683722957834,2.3602067303048924,0.030322177715852185,0.05844797127281863,13.396378334817275,0.16093663644836412,1.2796981086278416,4.878064533201475
Ru,365.0,22.13898352532683,450.0,20.0,0.0810257781055423,2.2496730033187275,0.03018029617039675,0.05956615124580604,13.470739503191364,0.15648267306875924,1.2796981086278416,4.892643789703935
Ru,370.0,22.119843193504266,450.0,20.0,0.07729365338168881,2.146050916217817,0.030044214743925098,0.06069501446694296,13.544088923559588,0.15222852931228834,1.2796981086278416,4.907037486575865
Ru,375.0,22.106119842108615,450.0,20.0,0.07379131009038432,2.0488086886820445,0.02991361248076799,0.06183471477500285,13.616453758182507,0.14816188964981264,1.2796981086278416,4.921249069710638
Ru,380.0,22.097348015486357,450.0,20.0,0.07050133520135098,1.957462849586072,0.029788190788369293,0.0629854089767096,13.687860089961152,0.14427140121782883,1.2796981086278416,4.935281966328384
Ru,385.0,22.093105364234624,450.0,20.0,0.06740787383875685,1.871573189814183,0.02966767155651447,0.06414725691865908,13.75833297887824,0.14054658289232774,1.2796981086278416,4.949139575546859
Ru,390.0,22.09300815617746,450.0,20.0,0.06449646894844759,1.790738310636258,0.02955179546253976,0.06532042156134181,13.827896514797741,0.1369777444412228,1.2796981086278416,4.962825260650513
Ru,395.0,22.094383820519283,450.0,25.0,0.08489974694033754,2.3572333786351463,0.030318403386784525,0.06650506905533955,13.896573866901088,0.13650020447370143,0.6291187330945023,4.978134164972723
Ru,400.0,22.07275636475512,450.0,25.0,0.08128496085122588,2.2568691875396416,0.030189633659006534,0.06770136881977006,13.964387330013977,0.13307589180382456,0.6291187330945023,4.991414219824396
Ru,405.0,22.056011735379705,450.0,25.0,0.07787643763825657,2.1622318655331307,0.03006566889030086,0.06890949362305818,14.031358368055468,0.1297914636574542,0.6291187330945023,5.004536142525791
Ru,410.0,22.04376254448903,450.0,25.0,0.07465966209044146,2.0729183991665496,0.02994626586932758,0.0701296196661141,14.097507654821312,0.1266390506161261,0.6291187330945023,5.017502821255097
Ru,415.0,22.03565474505356,450.0,25.0,0.07162132715883819,1.9885593194948343,0.029831196906837325,0.0713619266680025,14.162855112295365,0.1236113457520937,0.6291187330945023,5.030317110841923
Ru,420.0,22.031364397366296,450.0,25.0,0.06874921814198087,1.9088154864964542,0.029720248638772293,0.0726065979541908,14.227419946666725,0.12070155597401246,0.6291187330945023,5.042981828541641
Ru,425.0,22.03059478781101,450.0,25.0,0.0660321094260842,1.833375222075018,0.029613220937991975,0.0738638205474667,14.291220682215544,0.11790335831897406,0.6291187330945023,5.055499750621518
Ru,430.0,22.03307385680952,450.0,25.0,0.06345967224919306,1.7619517491396857,0.029509925922741112,0.0751337852616204,14.354275193217052,0.11521086056550903,0.6291187330945023,5.0678736096084105
Ru,435.0,22.421838851189662,450.0,30.0,0.08303082235538049,2.3053428657351667,0.030252162458295324,0.0764166867979896,14.416600734001312,0.11499861872870144,0.0,5.478227783468199
Ru,440.0,22.40686972427415,450.0,30.0,0.07983424389837093,2.216590169669015,0.030137183513606274,0.07771272384497005,14.47821396729515,0.11239849624366065,0.0,5.491817183707743
Ru,445.0,22.395763378235106,450.0,30.0,0.07680327614856804,2.1324356390975288,0.030026102166426462,0.07902209918059871,14.53913099096273,0.10989452307246697,0.0,5.505254023755353
Ru,450.0,22.38823882060003,450.0,30.0,0.07392731268187569,2.0525847876669996,0.0299187388378889,0.08034501977832006,14.599367363252169,0.10748179192377745,0.0,5.518541119140875
Ru,455.0,22.384037168798933,450.0,30.0,0.07119655184025543,1.9767654732765731,0.029814924393310037,0.08168169691605237,14.658938126647191,0.10515571425983537,0.0,5.531681233305972
Ru,460.0,22.38291969113022,450.0,30.0,0.0686019263174384,1.90472594303226,0.029714499407813896,0.08303234628867391,14.717857830415387,0.10291199520731933,0.0,5.544677076778762
Ru,465.0,22.384666042765378,450.0,30.0,0.06613503971624358,1.8362330717669226,0.029617313492642575,0.084397188124055,14.7761405519375,0.10074661078273728,0.0,5.557531306661519
Ru,470.0,22.38907267519201,450.0,30.0,0.063788109307372,1.7710707727436563,0.029523224676378492,0.08577644730276761,14.833799916896112,0.09865578718814001,0.0,5.570246526384957
Ru,475.0,22.395951400130233,450.0,30.0,0.0615539143134143,1.709038561766189,0.029432098835925992,0.08717035348160812,14.890849118396044,0.096635981961828,0.0,5.582825285688638
Ru,480.0,22.405128091243498,450.0,30.0,0.05942574912318863,1.6499502581794334,0.029343809172648217,0.08857914122107684,14.947300935083636,0.09468386679382707,0.0,5.595270080792878
Ru,485.0,22.416441508948715,450.0,30.0,0.05739738091217597,1.5936328082049178,0.029258235729537414,0.09000305011696202,15.00316774832717,0.0927963118379248,0.0,5.607583354732202
Ru,490.0,22.429742235356425,450.0,30.0,0.0554630112063057,1.5399252177629537,0.029175264945722774,0.0914423249361841,15.058461558516175,0.09097037137105753,0.0,5.619767497824334
Ru,495.0,22.444891707877265,450.0,30.0,0.05361724097995095,1.4886775834218062,0.02909478924499725,0.09289721575706139,15.113194000533339,0.08920327066763967,0.0,5.631824848252423
Ru,500.0,22.461761341344225,450.0,30.0,0.05185503892579792,1.4397502114136413,0.02901670665537805,0.09436797811416642,15.167376358448866,0.08749239397097669,0.0,5.643757692741197
Ru,505.0,22.480231729650335,450.0,30.0,0.05017171257521962,1.3930128157944563,0.02894092045701211,0.09585487314794902,15.221019579483757,0.08583527345683106,0.0,5.655568267310329
Ru,510.0,22.5001919189083,450.0,30.0,0.048562881983682527,1.3483437878219038,0.02886733885600153,0.09735816775931015,15.274134287285202,0.08422957909540035,0.0,5.667258758090483
Ru,515.0,22.52153874502341,450.0,30.0,0.04702445572723051,1.3056295294999583,0.028795874681958097,0.09887813476931853,15.326730794554368,0.08267310932802185,0.0,5.678831302189783
Ru,520.0,22.544176229344338,450.0,30.0,0.04555260898369523,1.2647638450058105,0.028726445107300366,0.10041505308427119,15.378819115064102,0.08116378248322839,0.0,5.690287988599625
Ru,525.0,22.568015026764588,450.0,30.0,0.04414376349738939,1.225647384411489,0.02865897138652656,0.10196920786630745,15.43040897510162,0.07969962886690084,0.0,5.701630859131744
Ru,530.0,22.592971921209788,450.0,30.0,0.04279456924632073,1.1881871346758017,0.028593378613805714,0.10354089070979523,15.481509824368839,0.07827878346400138,0.0,5.7128619093775415
Ru,535.0,22.61896936393453,450.0,30.0,0.04150188764869277,1.1522959533744321,0.028529595497311266,0.10513039982371963,15.532130846370961,0.07689947919085838,0.0,5.723983089677244
Ru,540.0,22.645935050839604,450.0,30.0,0.04026277617161545,1.1178921413622578,0.028467554149314525,0.10673804022031229,15.582280968321824,0.07556004067415209,0.0,5.734996306111745
Ru,545.0,22.673801534835633,450.0,30.0,0.03907447420198325,1.084899050479627,0.02840718989030431,0.10836412391017369,15.631968870592768,0.07425887847698368,0.0,5.745903421485775
Ru,550.0,22.702505870273317,450.0,30.0,0.037934390071211715,1.0532447232954074,0.02834844106640671,0.1100089701041489,15.68120299573004,0.0729944837592077,0.0,5.756706256318107
Ru,555.0,22.731989286413256,450.0,30.0,0.036840089126100636,1.0228615618956385,0.028291248878934958,0.1116729054222322,15.729991557064139,0.07176542332535361,0.0,5.7674065898269555
Ru,560.0,22.76219688732716,450.0,30.0,0.03578928275228125,0.9936860231205901,0.02823555722516825,0.11335626410978718,15.778342546933086,0.0705703350294247,0.0,5.778006160909105
Ru,565.0,22.793077375864712,450.0,30.0,0.03477981826548467,0.9656583378967942,0.028181312549512137,0.11505938826138398,15.826263744540197,0.06940792350707013,0.0,5.788506669109753
Ru,570.0,22.82458279955374,450.0,30.0,0.03380966959417934,0.9387222525413627,0.02812846370426532,0.11678262805256655,15.8737627234657,0.0682769562084724,0.0,5.798909775581369
