failure_mode,class,description,model,tier,variant,budget_CU,n_runs,n_failed,fraction
no_backward,decision_correctness,BACKWARD never executed,gpt-5.4-mini-2026-03-17,medium,anonymous,all,35,13,0.37142857142857144
no_backward,decision_correctness,BACKWARD never executed,gpt-5.4-mini-2026-03-17,medium,anonymous,200,5,4,0.8
no_backward,decision_correctness,BACKWARD never executed,gpt-5.4-mini-2026-03-17,medium,anonymous,250,5,3,0.6
no_backward,decision_correctness,BACKWARD never executed,gpt-5.4-mini-2026-03-17,medium,anonymous,300,5,1,0.2
no_backward,decision_correctness,BACKWARD never executed,gpt-5.4-mini-2026-03-17,medium,anonymous,500,5,3,0.6
no_backward,decision_correctness,BACKWARD never executed,gpt-5.4-mini-2026-03-17,medium,anonymous,800,5,1,0.2
no_backward,decision_correctness,BACKWARD never executed,gpt-5.4-mini-2026-03-17,medium,anonymous,1200,5,1,0.2
no_backward,decision_correctness,BACKWARD never executed,gpt-5.4-mini-2026-03-17,medium,anonymous,2000,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.4-mini-2026-03-17,medium,named,all,35,10,0.2857142857142857
no_backward,decision_correctness,BACKWARD never executed,gpt-5.4-mini-2026-03-17,medium,named,200,5,3,0.6
no_backward,decision_correctness,BACKWARD never executed,gpt-5.4-mini-2026-03-17,medium,named,250,5,4,0.8
no_backward,decision_correctness,BACKWARD never executed,gpt-5.4-mini-2026-03-17,medium,named,300,5,3,0.6
no_backward,decision_correctness,BACKWARD never executed,gpt-5.4-mini-2026-03-17,medium,named,500,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.4-mini-2026-03-17,medium,named,800,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.4-mini-2026-03-17,medium,named,1200,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.4-mini-2026-03-17,medium,named,2000,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.5-2026-04-23,strong,anonymous,all,35,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.5-2026-04-23,strong,anonymous,200,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.5-2026-04-23,strong,anonymous,250,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.5-2026-04-23,strong,anonymous,300,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.5-2026-04-23,strong,anonymous,500,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.5-2026-04-23,strong,anonymous,800,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.5-2026-04-23,strong,anonymous,1200,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.5-2026-04-23,strong,anonymous,2000,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.5-2026-04-23,strong,named,all,35,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.5-2026-04-23,strong,named,200,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.5-2026-04-23,strong,named,250,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.5-2026-04-23,strong,named,300,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.5-2026-04-23,strong,named,500,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.5-2026-04-23,strong,named,800,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.5-2026-04-23,strong,named,1200,5,0,0.0
no_backward,decision_correctness,BACKWARD never executed,gpt-5.5-2026-04-23,strong,named,2000,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-nano-2026-03-17,weak,anonymous,all,35,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-nano-2026-03-17,weak,anonymous,200,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-nano-2026-03-17,weak,anonymous,250,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-nano-2026-03-17,weak,anonymous,300,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-nano-2026-03-17,weak,anonymous,500,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-nano-2026-03-17,weak,anonymous,800,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-nano-2026-03-17,weak,anonymous,1200,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-nano-2026-03-17,weak,anonymous,2000,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-nano-2026-03-17,weak,named,all,35,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-nano-2026-03-17,weak,named,200,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-nano-2026-03-17,weak,named,250,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-nano-2026-03-17,weak,named,300,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-nano-2026-03-17,weak,named,500,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-nano-2026-03-17,weak,named,800,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-nano-2026-03-17,weak,named,1200,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-nano-2026-03-17,weak,named,2000,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-mini-2026-03-17,medium,anonymous,all,35,2,0.05714285714285714
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-mini-2026-03-17,medium,anonymous,200,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-mini-2026-03-17,medium,anonymous,250,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-mini-2026-03-17,medium,anonymous,300,5,2,0.4
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-mini-2026-03-17,medium,anonymous,500,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-mini-2026-03-17,medium,anonymous,800,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-mini-2026-03-17,medium,anonymous,1200,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-mini-2026-03-17,medium,anonymous,2000,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-mini-2026-03-17,medium,named,all,35,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-mini-2026-03-17,medium,named,200,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-mini-2026-03-17,medium,named,250,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-mini-2026-03-17,medium,named,300,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-mini-2026-03-17,medium,named,500,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-mini-2026-03-17,medium,named,800,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-mini-2026-03-17,medium,named,1200,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.4-mini-2026-03-17,medium,named,2000,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.5-2026-04-23,strong,anonymous,all,35,1,0.02857142857142857
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.5-2026-04-23,strong,anonymous,200,5,1,0.2
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.5-2026-04-23,strong,anonymous,250,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.5-2026-04-23,strong,anonymous,300,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.5-2026-04-23,strong,anonymous,500,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.5-2026-04-23,strong,anonymous,800,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.5-2026-04-23,strong,anonymous,1200,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.5-2026-04-23,strong,anonymous,2000,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.5-2026-04-23,strong,named,all,35,3,0.08571428571428572
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.5-2026-04-23,strong,named,200,5,3,0.6
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.5-2026-04-23,strong,named,250,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.5-2026-04-23,strong,named,300,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.5-2026-04-23,strong,named,500,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.5-2026-04-23,strong,named,800,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.5-2026-04-23,strong,named,1200,5,0,0.0
parity_window_relative,quantitative_fidelity,"break-even reported but rel. error > 1 % (restricted-window parity, F1)",gpt-5.5-2026-04-23,strong,named,2000,5,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-nano-2026-03-17,weak,anonymous,all,35,29,0.8285714285714286
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-nano-2026-03-17,weak,anonymous,200,5,5,1.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-nano-2026-03-17,weak,anonymous,250,5,5,1.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-nano-2026-03-17,weak,anonymous,300,5,5,1.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-nano-2026-03-17,weak,anonymous,500,5,2,0.4
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-nano-2026-03-17,weak,anonymous,800,5,5,1.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-nano-2026-03-17,weak,anonymous,1200,5,5,1.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-nano-2026-03-17,weak,anonymous,2000,5,2,0.4
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-nano-2026-03-17,weak,named,all,35,23,0.6571428571428571
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-nano-2026-03-17,weak,named,200,5,5,1.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-nano-2026-03-17,weak,named,250,5,3,0.6
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-nano-2026-03-17,weak,named,300,5,4,0.8
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-nano-2026-03-17,weak,named,500,5,4,0.8
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-nano-2026-03-17,weak,named,800,5,3,0.6
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-nano-2026-03-17,weak,named,1200,5,2,0.4
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-nano-2026-03-17,weak,named,2000,5,2,0.4
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-mini-2026-03-17,medium,anonymous,all,35,17,0.4857142857142857
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-mini-2026-03-17,medium,anonymous,200,5,4,0.8
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-mini-2026-03-17,medium,anonymous,250,5,3,0.6
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-mini-2026-03-17,medium,anonymous,300,5,2,0.4
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-mini-2026-03-17,medium,anonymous,500,5,3,0.6
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-mini-2026-03-17,medium,anonymous,800,5,1,0.2
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-mini-2026-03-17,medium,anonymous,1200,5,2,0.4
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-mini-2026-03-17,medium,anonymous,2000,5,2,0.4
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-mini-2026-03-17,medium,named,all,35,12,0.34285714285714286
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-mini-2026-03-17,medium,named,200,5,3,0.6
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-mini-2026-03-17,medium,named,250,5,4,0.8
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-mini-2026-03-17,medium,named,300,5,3,0.6
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-mini-2026-03-17,medium,named,500,5,1,0.2
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-mini-2026-03-17,medium,named,800,5,1,0.2
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-mini-2026-03-17,medium,named,1200,5,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.4-mini-2026-03-17,medium,named,2000,5,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.5-2026-04-23,strong,anonymous,all,35,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.5-2026-04-23,strong,anonymous,200,5,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.5-2026-04-23,strong,anonymous,250,5,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.5-2026-04-23,strong,anonymous,300,5,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.5-2026-04-23,strong,anonymous,500,5,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.5-2026-04-23,strong,anonymous,800,5,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.5-2026-04-23,strong,anonymous,1200,5,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.5-2026-04-23,strong,anonymous,2000,5,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.5-2026-04-23,strong,named,all,35,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.5-2026-04-23,strong,named,200,5,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.5-2026-04-23,strong,named,250,5,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.5-2026-04-23,strong,named,300,5,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.5-2026-04-23,strong,named,500,5,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.5-2026-04-23,strong,named,800,5,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.5-2026-04-23,strong,named,1200,5,0,0.0
parity_not_reported,quantitative_fidelity,no parity multiplier in the final answer,gpt-5.5-2026-04-23,strong,named,2000,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-nano-2026-03-17,weak,anonymous,all,35,7,0.2
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-nano-2026-03-17,weak,anonymous,200,5,1,0.2
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-nano-2026-03-17,weak,anonymous,250,5,3,0.6
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-nano-2026-03-17,weak,anonymous,300,5,3,0.6
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-nano-2026-03-17,weak,anonymous,500,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-nano-2026-03-17,weak,anonymous,800,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-nano-2026-03-17,weak,anonymous,1200,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-nano-2026-03-17,weak,anonymous,2000,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-nano-2026-03-17,weak,named,all,35,5,0.14285714285714285
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-nano-2026-03-17,weak,named,200,5,1,0.2
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-nano-2026-03-17,weak,named,250,5,2,0.4
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-nano-2026-03-17,weak,named,300,5,2,0.4
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-nano-2026-03-17,weak,named,500,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-nano-2026-03-17,weak,named,800,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-nano-2026-03-17,weak,named,1200,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-nano-2026-03-17,weak,named,2000,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-mini-2026-03-17,medium,anonymous,all,35,19,0.5428571428571428
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-mini-2026-03-17,medium,anonymous,200,5,3,0.6
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-mini-2026-03-17,medium,anonymous,250,5,4,0.8
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-mini-2026-03-17,medium,anonymous,300,5,4,0.8
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-mini-2026-03-17,medium,anonymous,500,5,3,0.6
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-mini-2026-03-17,medium,anonymous,800,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-mini-2026-03-17,medium,anonymous,1200,5,2,0.4
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-mini-2026-03-17,medium,anonymous,2000,5,3,0.6
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-mini-2026-03-17,medium,named,all,35,9,0.2571428571428571
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-mini-2026-03-17,medium,named,200,5,3,0.6
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-mini-2026-03-17,medium,named,250,5,2,0.4
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-mini-2026-03-17,medium,named,300,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-mini-2026-03-17,medium,named,500,5,2,0.4
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-mini-2026-03-17,medium,named,800,5,1,0.2
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-mini-2026-03-17,medium,named,1200,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.4-mini-2026-03-17,medium,named,2000,5,1,0.2
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.5-2026-04-23,strong,anonymous,all,35,3,0.08571428571428572
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.5-2026-04-23,strong,anonymous,200,5,3,0.6
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.5-2026-04-23,strong,anonymous,250,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.5-2026-04-23,strong,anonymous,300,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.5-2026-04-23,strong,anonymous,500,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.5-2026-04-23,strong,anonymous,800,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.5-2026-04-23,strong,anonymous,1200,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.5-2026-04-23,strong,anonymous,2000,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.5-2026-04-23,strong,named,all,35,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.5-2026-04-23,strong,named,200,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.5-2026-04-23,strong,named,250,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.5-2026-04-23,strong,named,300,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.5-2026-04-23,strong,named,500,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.5-2026-04-23,strong,named,800,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.5-2026-04-23,strong,named,1200,5,0,0.0
unresolved_candidate_stop,stopping_efficiency,agent STOP while environment S2 false (F2),gpt-5.5-2026-04-23,strong,named,2000,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-nano-2026-03-17,weak,anonymous,all,35,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-nano-2026-03-17,weak,anonymous,200,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-nano-2026-03-17,weak,anonymous,250,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-nano-2026-03-17,weak,anonymous,300,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-nano-2026-03-17,weak,anonymous,500,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-nano-2026-03-17,weak,anonymous,800,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-nano-2026-03-17,weak,anonymous,1200,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-nano-2026-03-17,weak,anonymous,2000,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-nano-2026-03-17,weak,named,all,35,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-nano-2026-03-17,weak,named,200,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-nano-2026-03-17,weak,named,250,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-nano-2026-03-17,weak,named,300,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-nano-2026-03-17,weak,named,500,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-nano-2026-03-17,weak,named,800,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-nano-2026-03-17,weak,named,1200,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-nano-2026-03-17,weak,named,2000,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-mini-2026-03-17,medium,anonymous,all,35,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-mini-2026-03-17,medium,anonymous,200,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-mini-2026-03-17,medium,anonymous,250,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-mini-2026-03-17,medium,anonymous,300,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-mini-2026-03-17,medium,anonymous,500,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-mini-2026-03-17,medium,anonymous,800,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-mini-2026-03-17,medium,anonymous,1200,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-mini-2026-03-17,medium,anonymous,2000,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-mini-2026-03-17,medium,named,all,35,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-mini-2026-03-17,medium,named,200,5,0,0.0
