failure_mode,class,description,model,tier,variant,budget_CU,n_runs,n_failed,fraction
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-mini-2026-03-17,medium,named,250,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-mini-2026-03-17,medium,named,300,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-mini-2026-03-17,medium,named,500,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-mini-2026-03-17,medium,named,800,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-mini-2026-03-17,medium,named,1200,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.4-mini-2026-03-17,medium,named,2000,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.5-2026-04-23,strong,anonymous,all,35,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.5-2026-04-23,strong,anonymous,200,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.5-2026-04-23,strong,anonymous,250,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.5-2026-04-23,strong,anonymous,300,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.5-2026-04-23,strong,anonymous,500,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.5-2026-04-23,strong,anonymous,800,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.5-2026-04-23,strong,anonymous,1200,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.5-2026-04-23,strong,anonymous,2000,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.5-2026-04-23,strong,named,all,35,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.5-2026-04-23,strong,named,200,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.5-2026-04-23,strong,named,250,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.5-2026-04-23,strong,named,300,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.5-2026-04-23,strong,named,500,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.5-2026-04-23,strong,named,800,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.5-2026-04-23,strong,named,1200,5,0,0.0
all_15_optimized,stopping_efficiency,every candidate optimized before stopping (F3),gpt-5.5-2026-04-23,strong,named,2000,5,0,0.0
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-nano-2026-03-17,weak,anonymous,all,35,31,0.8857142857142857
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-nano-2026-03-17,weak,anonymous,200,5,4,0.8
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-nano-2026-03-17,weak,anonymous,250,5,4,0.8
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-nano-2026-03-17,weak,anonymous,300,5,3,0.6
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-nano-2026-03-17,weak,anonymous,500,5,5,1.0
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-nano-2026-03-17,weak,anonymous,800,5,5,1.0
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-nano-2026-03-17,weak,anonymous,1200,5,5,1.0
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-nano-2026-03-17,weak,anonymous,2000,5,5,1.0
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-nano-2026-03-17,weak,named,all,35,15,0.42857142857142855
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-nano-2026-03-17,weak,named,200,5,1,0.2
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-nano-2026-03-17,weak,named,250,5,3,0.6
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-nano-2026-03-17,weak,named,300,5,3,0.6
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-nano-2026-03-17,weak,named,500,5,2,0.4
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-nano-2026-03-17,weak,named,800,5,2,0.4
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-nano-2026-03-17,weak,named,1200,5,3,0.6
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-nano-2026-03-17,weak,named,2000,5,1,0.2
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-mini-2026-03-17,medium,anonymous,all,35,19,0.5428571428571428
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-mini-2026-03-17,medium,anonymous,200,5,3,0.6
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-mini-2026-03-17,medium,anonymous,250,5,3,0.6
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-mini-2026-03-17,medium,anonymous,300,5,3,0.6
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-mini-2026-03-17,medium,anonymous,500,5,3,0.6
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-mini-2026-03-17,medium,anonymous,800,5,2,0.4
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-mini-2026-03-17,medium,anonymous,1200,5,3,0.6
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-mini-2026-03-17,medium,anonymous,2000,5,2,0.4
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-mini-2026-03-17,medium,named,all,35,15,0.42857142857142855
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-mini-2026-03-17,medium,named,200,5,1,0.2
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-mini-2026-03-17,medium,named,250,5,2,0.4
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-mini-2026-03-17,medium,named,300,5,4,0.8
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-mini-2026-03-17,medium,named,500,5,1,0.2
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-mini-2026-03-17,medium,named,800,5,2,0.4
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-mini-2026-03-17,medium,named,1200,5,3,0.6
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.4-mini-2026-03-17,medium,named,2000,5,2,0.4
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.5-2026-04-23,strong,anonymous,all,35,8,0.22857142857142856
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.5-2026-04-23,strong,anonymous,200,5,0,0.0
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.5-2026-04-23,strong,anonymous,250,5,0,0.0
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.5-2026-04-23,strong,anonymous,300,5,0,0.0
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.5-2026-04-23,strong,anonymous,500,5,0,0.0
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.5-2026-04-23,strong,anonymous,800,5,3,0.6
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.5-2026-04-23,strong,anonymous,1200,5,3,0.6
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.5-2026-04-23,strong,anonymous,2000,5,2,0.4
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.5-2026-04-23,strong,named,all,35,12,0.34285714285714286
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.5-2026-04-23,strong,named,200,5,0,0.0
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.5-2026-04-23,strong,named,250,5,0,0.0
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.5-2026-04-23,strong,named,300,5,0,0.0
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.5-2026-04-23,strong,named,500,5,1,0.2
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.5-2026-04-23,strong,named,800,5,4,0.8
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.5-2026-04-23,strong,named,1200,5,4,0.8
over_confirmation,stopping_efficiency,unnecessary-CU fraction > 0.25 (F3/F4),gpt-5.5-2026-04-23,strong,named,2000,5,3,0.6
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-nano-2026-03-17,weak,anonymous,all,35,18,0.5142857142857142
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-nano-2026-03-17,weak,anonymous,200,5,0,0.0
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-nano-2026-03-17,weak,anonymous,250,5,0,0.0
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-nano-2026-03-17,weak,anonymous,300,5,1,0.2
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-nano-2026-03-17,weak,anonymous,500,5,5,1.0
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-nano-2026-03-17,weak,anonymous,800,5,3,0.6
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-nano-2026-03-17,weak,anonymous,1200,5,4,0.8
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-nano-2026-03-17,weak,anonymous,2000,5,5,1.0
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-nano-2026-03-17,weak,named,all,35,11,0.3142857142857143
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-nano-2026-03-17,weak,named,200,5,0,0.0
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-nano-2026-03-17,weak,named,250,5,0,0.0
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-nano-2026-03-17,weak,named,300,5,3,0.6
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-nano-2026-03-17,weak,named,500,5,2,0.4
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-nano-2026-03-17,weak,named,800,5,2,0.4
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-nano-2026-03-17,weak,named,1200,5,3,0.6
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-nano-2026-03-17,weak,named,2000,5,1,0.2
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-mini-2026-03-17,medium,anonymous,all,35,10,0.2857142857142857
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-mini-2026-03-17,medium,anonymous,200,5,0,0.0
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-mini-2026-03-17,medium,anonymous,250,5,0,0.0
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-mini-2026-03-17,medium,anonymous,300,5,1,0.2
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-mini-2026-03-17,medium,anonymous,500,5,2,0.4
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-mini-2026-03-17,medium,anonymous,800,5,2,0.4
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-mini-2026-03-17,medium,anonymous,1200,5,2,0.4
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-mini-2026-03-17,medium,anonymous,2000,5,3,0.6
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-mini-2026-03-17,medium,named,all,35,13,0.37142857142857144
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-mini-2026-03-17,medium,named,200,5,0,0.0
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-mini-2026-03-17,medium,named,250,5,1,0.2
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-mini-2026-03-17,medium,named,300,5,3,0.6
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-mini-2026-03-17,medium,named,500,5,2,0.4
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-mini-2026-03-17,medium,named,800,5,2,0.4
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-mini-2026-03-17,medium,named,1200,5,3,0.6
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.4-mini-2026-03-17,medium,named,2000,5,2,0.4
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.5-2026-04-23,strong,anonymous,all,35,19,0.5428571428571428
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.5-2026-04-23,strong,anonymous,200,5,2,0.4
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.5-2026-04-23,strong,anonymous,250,5,0,0.0
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.5-2026-04-23,strong,anonymous,300,5,3,0.6
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.5-2026-04-23,strong,anonymous,500,5,3,0.6
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.5-2026-04-23,strong,anonymous,800,5,3,0.6
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.5-2026-04-23,strong,anonymous,1200,5,4,0.8
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.5-2026-04-23,strong,anonymous,2000,5,4,0.8
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.5-2026-04-23,strong,named,all,35,23,0.6571428571428571
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.5-2026-04-23,strong,named,200,5,2,0.4
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.5-2026-04-23,strong,named,250,5,0,0.0
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.5-2026-04-23,strong,named,300,5,3,0.6
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.5-2026-04-23,strong,named,500,5,4,0.8
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.5-2026-04-23,strong,named,800,5,4,0.8
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.5-2026-04-23,strong,named,1200,5,5,1.0
post_decision_spend_gt_100CU,stopping_efficiency,> 100 CU spent after the winner was stable (F4),gpt-5.5-2026-04-23,strong,named,2000,5,5,1.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-nano-2026-03-17,weak,anonymous,all,35,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-nano-2026-03-17,weak,anonymous,200,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-nano-2026-03-17,weak,anonymous,250,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-nano-2026-03-17,weak,anonymous,300,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-nano-2026-03-17,weak,anonymous,500,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-nano-2026-03-17,weak,anonymous,800,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-nano-2026-03-17,weak,anonymous,1200,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-nano-2026-03-17,weak,anonymous,2000,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-nano-2026-03-17,weak,named,all,35,1,0.02857142857142857
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-nano-2026-03-17,weak,named,200,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-nano-2026-03-17,weak,named,250,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-nano-2026-03-17,weak,named,300,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-nano-2026-03-17,weak,named,500,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-nano-2026-03-17,weak,named,800,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-nano-2026-03-17,weak,named,1200,5,1,0.2
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-nano-2026-03-17,weak,named,2000,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-mini-2026-03-17,medium,anonymous,all,35,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-mini-2026-03-17,medium,anonymous,200,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-mini-2026-03-17,medium,anonymous,250,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-mini-2026-03-17,medium,anonymous,300,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-mini-2026-03-17,medium,anonymous,500,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-mini-2026-03-17,medium,anonymous,800,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-mini-2026-03-17,medium,anonymous,1200,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-mini-2026-03-17,medium,anonymous,2000,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-mini-2026-03-17,medium,named,all,35,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-mini-2026-03-17,medium,named,200,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-mini-2026-03-17,medium,named,250,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-mini-2026-03-17,medium,named,300,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-mini-2026-03-17,medium,named,500,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-mini-2026-03-17,medium,named,800,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-mini-2026-03-17,medium,named,1200,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.4-mini-2026-03-17,medium,named,2000,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.5-2026-04-23,strong,anonymous,all,35,1,0.02857142857142857
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.5-2026-04-23,strong,anonymous,200,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.5-2026-04-23,strong,anonymous,250,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.5-2026-04-23,strong,anonymous,300,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.5-2026-04-23,strong,anonymous,500,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.5-2026-04-23,strong,anonymous,800,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.5-2026-04-23,strong,anonymous,1200,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.5-2026-04-23,strong,anonymous,2000,5,1,0.2
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.5-2026-04-23,strong,named,all,35,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.5-2026-04-23,strong,named,200,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.5-2026-04-23,strong,named,250,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.5-2026-04-23,strong,named,300,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.5-2026-04-23,strong,named,500,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.5-2026-04-23,strong,named,800,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.5-2026-04-23,strong,named,1200,5,0,0.0
lever_used,interpretability,"TEST_LEVER called (F5, not a failure)",gpt-5.5-2026-04-23,strong,named,2000,5,0,0.0
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-nano-2026-03-17,weak,anonymous,all,35,1,0.02857142857142857
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-nano-2026-03-17,weak,anonymous,200,5,0,0.0
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-nano-2026-03-17,weak,anonymous,250,5,0,0.0
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-nano-2026-03-17,weak,anonymous,300,5,1,0.2
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-nano-2026-03-17,weak,anonymous,500,5,0,0.0
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-nano-2026-03-17,weak,anonymous,800,5,0,0.0
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-nano-2026-03-17,weak,anonymous,1200,5,0,0.0
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-nano-2026-03-17,weak,anonymous,2000,5,0,0.0
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-nano-2026-03-17,weak,named,all,35,31,0.8857142857142857
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-nano-2026-03-17,weak,named,200,5,4,0.8
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-nano-2026-03-17,weak,named,250,5,4,0.8
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-nano-2026-03-17,weak,named,300,5,4,0.8
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-nano-2026-03-17,weak,named,500,5,5,1.0
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-nano-2026-03-17,weak,named,800,5,4,0.8
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-nano-2026-03-17,weak,named,1200,5,5,1.0
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-nano-2026-03-17,weak,named,2000,5,5,1.0
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-mini-2026-03-17,medium,anonymous,all,35,24,0.6857142857142857
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-mini-2026-03-17,medium,anonymous,200,5,4,0.8
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-mini-2026-03-17,medium,anonymous,250,5,3,0.6
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-mini-2026-03-17,medium,anonymous,300,5,5,1.0
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-mini-2026-03-17,medium,anonymous,500,5,4,0.8
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-mini-2026-03-17,medium,anonymous,800,5,2,0.4
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-mini-2026-03-17,medium,anonymous,1200,5,3,0.6
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-mini-2026-03-17,medium,anonymous,2000,5,3,0.6
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-mini-2026-03-17,medium,named,all,35,20,0.5714285714285714
prior_ordered_fe_first,allocation_path,"first OPTIMIZE_PROCESS target = Fe (F6, named prior)",gpt-5.4-mini-2026-03-17,medium,named,200,5,3,0.6
