section,variant,tier,stratum,metric,k,n,p,ci_lo,ci_hi,pair,k1,n1,k2,n2,Z,counts,term,beta,se,OR,mean,median,budget,criterion,wins_of_5,D_value,tiers,n_tiers,go
logit_nano_mini,,,,P(pair),,,0.016850574520329065,1.2231478766338397,7.674509807966956,,,,,,,,named,1.1196660925944506,0.46848894396444857,3.0638309966152435,,,,,,,,,
logit_nano_mini,,,,P(reach),,,0.00025557242273859145,2.0529116998855823,10.816790717947491,,,,,,,,mini,1.550179374887372,0.4239389020715355,4.712315377825234,,,,,,,,,
logit_nano_mini,,,,P(reach),,,1.695566660760542e-05,1.5558282965876828,3.260742411839804,,,,,,,,budget_doubling,0.8119814867874968,0.18876194712088246,2.2523666025369704,,,,,,,,,
logit_nano_mini,,,,P(reach),,,0.019959853096338645,1.1629477621221498,5.829453285192302,,,,,,,,named,0.9569405879390472,0.4112156285210605,2.60371842801982,,,,,,,,,
continuous,,nano,,unnecessary_CU_fraction,,34,,0.4175541981420231,0.504637158960208,,,,,,,,,,,,0.4623781147385715,0.4860335195530726,,,,,,,
continuous,,mini,,unnecessary_CU_fraction,,34,,0.22224722147126347,0.3744662209798015,,,,,,,,,,,,0.2984859801729206,0.30407334211682036,,,,,,,
continuous,,5.5,,unnecessary_CU_fraction,,35,,0.13622026064885306,0.25619149594129487,,,,,,,,,,,,0.19271884094470662,0.13302752293577982,,,,,,,
mannwhitney,,,,unnecessary_CU_fraction,,,0.0020947593326413804,,,nano vs mini,,,,,,,,,,,,,,,,,,,
mannwhitney,,,,unnecessary_CU_fraction,,,0.05871887138861205,,,mini vs 5.5,,,,,,,,,,,,,,,,,,,
mannwhitney,,,,unnecessary_CU_fraction,,,1.380885495946083e-07,,,nano vs 5.5,,,,,,,,,,,,,,,,,,,
continuous,,nano,,CU_to_stable_correct_winner,,29,,227.0,263.0,,,,,,,,,,,,245.0,242.0,,,,,,,
continuous,,mini,,CU_to_stable_correct_winner,,31,,173.61129032258066,284.7096774193548,,,,,,,,,,,,223.51612903225808,155.0,,,,,,,
continuous,,5.5,,CU_to_stable_correct_winner,,35,,191.37142857142857,294.74285714285713,,,,,,,,,,,,241.25714285714287,155.0,,,,,,,
mannwhitney,,,,CU_to_stable_correct_winner,,,0.00011527503380091389,,,nano vs mini,,,,,,,,,,,,,,,,,,,
mannwhitney,,,,CU_to_stable_correct_winner,,,0.08396387214443966,,,mini vs 5.5,,,,,,,,,,,,,,,,,,,
mannwhitney,,,,CU_to_stable_correct_winner,,,0.0024213405223803388,,,nano vs 5.5,,,,,,,,,,,,,,,,,,,
continuous,,nano,,spent_CU,,35,,302.28499999999997,388.5721428571428,,,,,,,,,,,,344.9428571428571,358.0,,,,,,,
continuous,,mini,,spent_CU,,35,,244.34,355.65928571428566,,,,,,,,,,,,296.0571428571429,233.0,,,,,,,
continuous,,5.5,,spent_CU,,35,,306.96785714285716,546.4864285714285,,,,,,,,,,,,414.65714285714284,268.0,,,,,,,
mannwhitney,,,,spent_CU,,,0.0462132342997277,,,nano vs mini,,,,,,,,,,,,,,,,,,,
mannwhitney,,,,spent_CU,,,0.19232274186240372,,,mini vs 5.5,,,,,,,,,,,,,,,,,,,
mannwhitney,,,,spent_CU,,,0.3735434703382642,,,nano vs 5.5,,,,,,,,,,,,,,,,,,,
continuous,,nano,,action_errors,,35,,1.542857142857143,2.5714285714285716,,,,,,,,,,,,2.057142857142857,2.0,,,,,,,
continuous,,mini,,action_errors,,35,,1.2857142857142858,3.4,,,,,,,,,,,,2.1714285714285713,1.0,,,,,,,
continuous,,5.5,,action_errors,,35,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,
mannwhitney,,,,action_errors,,,0.35201510864366337,,,nano vs mini,,,,,,,,,,,,,,,,,,,
mannwhitney,,,,action_errors,,,2.2277305544275133e-10,,,mini vs 5.5,,,,,,,,,,,,,,,,,,,
mannwhitney,,,,action_errors,,,2.3822976628856222e-11,,,nano vs 5.5,,,,,,,,,,,,,,,,,,,
continuous,,nano,,decision_regret_USD_t,,30,,0.0,0.6738890111189868,,,,,,,,,,,,0.22462967037299558,0.0,,,,,,,
continuous,,mini,,decision_regret_USD_t,,32,,0.0,0.6317709479240501,,,,,,,,,,,,0.21059031597468336,0.0,,,,,,,
continuous,,5.5,,decision_regret_USD_t,,35,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,
mannwhitney,,,,decision_regret_USD_t,,,0.9816413639062046,,,nano vs mini,,,,,,,,,,,,,,,,,,,
mannwhitney,,,,decision_regret_USD_t,,,0.30965590304585666,,,mini vs 5.5,,,,,,,,,,,,,,,,,,,
mannwhitney,,,,decision_regret_USD_t,,,0.2940571914834258,,,nano vs 5.5,,,,,,,,,,,,,,,,,,,
continuous,,nano,,break_even_rel_error,,6,,9.887116682761115e-16,9.887116682761115e-16,,,,,,,,,,,,9.887116682761115e-16,9.887116682761115e-16,,,,,,,
continuous,,mini,,break_even_rel_error,,18,,9.887116682761117e-16,0.27639733336408023,,,,,,,,,,,,0.11055893334563267,9.887116682761115e-16,,,,,,,
continuous,,5.5,,break_even_rel_error,,35,,9.887116682761113e-16,0.0803165663875738,,,,,,,,,,,,0.026772188795858687,9.887116682761115e-16,,,,,,,
mannwhitney,,,,break_even_rel_error,,,0.4441069041312541,,,nano vs mini,,,,,,,,,,,,,,,,,,,
mannwhitney,,,,break_even_rel_error,,,0.4480748284219285,,,mini vs 5.5,,,,,,,,,,,,,,,,,,,
mannwhitney,,,,break_even_rel_error,,,0.5868455210012646,,,nano vs 5.5,,,,,,,,,,,,,,,,,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,200,a,0,155.0,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,200,c,0,0.0,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,200,d,0,0,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,200,a,2,155.0,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,200,c,0,0.0,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,200,d,1,0,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,200,a,2,155.0,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,200,c,0,0.0,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,200,d,5,0,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,250,a,0,155.0,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,250,c,0,0.11740890688259109,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,250,d,0,1,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,250,a,2,155.0,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,250,c,2,0.11740890688259109,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,250,d,0,1,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,250,a,0,155.0,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,250,c,0,0.11740890688259109,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,250,d,0,1,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,300,a,0,155.0,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,300,c,0,0.10320284697508897,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,300,d,0,1,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,300,a,3,155.0,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,300,c,1,0.10320284697508897,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,300,d,0,1,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,300,a,0,155.0,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,300,c,0,0.10320284697508897,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,300,d,0,1,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,500,a,0,155.0,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,500,c,0,0.10320284697508897,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,500,d,0,1,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,500,a,1,155.0,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,500,c,1,0.10320284697508897,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,500,d,0,1,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,500,a,0,155.0,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,500,c,1,0.10320284697508897,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,500,d,0,1,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,800,a,0,155.0,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,800,c,0,0.10320284697508897,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,800,d,0,1,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,800,a,2,155.0,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,800,c,0,0.10320284697508897,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,800,d,0,1,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,800,a,0,155.0,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,800,c,0,0.10320284697508897,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,800,d,0,1,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,1200,a,0,155.0,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,1200,c,0,0.10320284697508897,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,1200,d,0,1,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,1200,a,0,155.0,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,1200,c,1,0.10320284697508897,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,1200,d,0,1,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,1200,a,0,155.0,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,1200,c,1,0.10320284697508897,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,1200,d,0,1,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,2000,a,0,155.0,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,2000,c,0,0.10320284697508897,,,
prereg_go,,nano,,,,,,,,,,,,,,,,,,,,,2000,d,0,1,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,2000,a,1,155.0,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,2000,c,1,0.10320284697508897,,,
prereg_go,,mini,,,,,,,,,,,,,,,,,,,,,2000,d,0,1,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,2000,a,0,155.0,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,2000,c,0,0.10320284697508897,,,
prereg_go,,5.5,,,,,,,,,,,,,,,,,,,,,2000,d,0,1,,,
prereg_go_summary,,,,,,,,,,,,,,,,,,,,,,,200,d,,,5.5,1,False
