metal,P_bar,cost,T_C,Tsep_C,V_m3,metal_cost,reactor,fresh_comp,recycle_comp,refrig,logTOF
Ru,625.0,23.201401015415545,450.0,30.0,0.025257321382985202,0.7012671199211848,0.16480158315148002,16.37036538688376,0.0576120740085973,0.0,-1.7711212161655645
Ru,630.0,23.23761114987856,450.0,30.0,0.02463701394372324,0.6840443430161894,0.1667574534249373,16.41332258017128,0.056780798907137595,0.0,-1.7603219950826496
Ru,635.0,23.274041560209902,450.0,30.0,0.024038049138716235,0.6674141423162697,0.16873974953755466,16.4559401873522,0.0559692765181151,0.0,-1.7496331444038287
Ru,640.0,23.31067308474286,450.0,30.0,0.023459507787218,0.6513509968556515,0.17074893641074332,16.498223535349993,0.055176859073771484,0.0,-1.7390528215552834
Ru,645.0,23.34748776206451,450.0,30.0,0.02290051788231188,0.635830695445439,0.17278549284506403,16.5401778267216,0.054402925819243664,0.0,-1.7285792295525348
Ru,650.0,23.38446875682659,450.0,30.0,0.022360251792269553,0.6208302589696103,0.17484991188477142,16.581808143498993,0.05364688164773289,0.0,-1.7182106154818584
Ru,655.0,23.421600290709616,450.0,30.0,0.021837923649860386,0.6063278678994387,0.17694270120164451,16.6231194508835,0.05290815581660355,0.0,-1.7079452690456796
Ru,660.0,23.458867578151818,450.0,30.0,0.02133278691554045,0.5923027946356694,0.17906438349868037,16.6641166007997,0.05218620073884225,0.0,-1.6977815211686533
Ru,665.0,23.496256766486702,450.0,30.0,0.020844132101612373,0.5787353403200343,0.18121549693428204,16.704804335315153,0.05148049084486794,0.0,-1.6877177426613623
Ru,670.0,23.533754880162505,450.0,30.0,0.020371284645501534,0.5656067757869684,0.18339659556762725,16.74518728993209,0.050790521509946895,0.0,-1.677752342938726
Ru,675.0,23.571349768743467,450.0,30.0,0.01991360292125677,0.5528992863531165,0.18560824982595825,16.785269996756718,0.0501158080429174,0.0,-1.667883768790408
Ru,680.0,23.6090300584177,450.0,30.0,0.01947047637925942,0.540595920166532,0.18785104699459504,16.82505688755156,0.04945588473218474,0.0,-1.658110503200651
Ru,685.0,23.646785106754287,450.0,30.0,0.019041323804818197,0.5286805398567302,0.190125591730523,16.86455229667601,0.04881030394482981,0.0,-1.6484310642127
Ru,690.0,23.684604960507883,450.0,30.0,0.018625591688024995,0.5171377772738893,0.19243250660054306,16.903760463919934,0.04817863527906674,0.0,-1.6388440038552528
Ru,695.0,23.722480316149404,450.0,30.0,0.01822275269406849,0.5059529910172543,0.1947724326447556,16.94268553723498,0.04756046475403825,0.0,-1.629347907060395
Ru,700.0,23.760402483131394,450.0,30.0,0.01783230423253975,0.4951122267120432,0.19714602996685418,16.981331575367978,0.04695539405867442,0.0,-1.6199413907028426
Ru,705.0,23.798363349468058,450.0,30.0,0.01745376711242455,0.48460217966543623,0.1995539783518761,17.019702550400666,0.04636303982827361,0.0,-1.610623102605826
Ru,710.0,23.836355349628622,450.0,30.0,0.017086684281286325,0.47441015986011226,0.20199697791295182,17.057802350199598,0.045783032966180574,0.0,-1.601391720618404
Ru,715.0,23.87437143452466,450.0,30.0,0.016730619641146617,0.46452405907728117,0.20447574976820815,17.095634780780166,0.0452150180003774,0.0,-1.592245951720828
Ru,720.0,23.91240504346057,450.0,30.0,0.01638515693615062,0.454932320012824,0.20699103674921757,17.133203568588186,0.044658652474217575,0.0,-1.5831845311639978
Ru,725.0,23.95045007791795,450.0,30.0,0.01604989870722508,0.44562390725346984,0.20954360414245743,17.17051236270256,0.04411360636947953,0.0,-1.574206221643148
Ru,730.0,23.98850087702403,450.0,30.0,0.015724465308458013,0.4365882799666712,0.21213424046526905,17.207564736962272,0.04357956155629282,0.0,-1.5653098124830709
Ru,735.0,24.026552194684967,450.0,30.0,0.015408493983597117,0.4278153662596717,0.2147637582781692,17.24436419202073,0.04305621127970987,0.0,-1.556494118902744
Ru,740.0,24.06459917812484,450.0,30.0,0.01510163799453616,0.41929553898201327,0.21743299503493568,17.280914157330496,0.042543259661902214,0.0,-1.5477579812423894
Ru,745.0,24.102637347876563,450.0,30.0,0.014803565802124016,0.4110195929807769,0.22014281397263982,17.317217993061234,0.04204042123602451,0.0,-1.5391002642566796
Ru,750.0,24.140662579091348,450.0,30.0,0.01451396029473681,0.40297872368196236,0.22289410504352175,17.353278991953417,0.041547420504829694,0.0,-1.5305198564415554
Ru,755.0,24.178671084013025,450.0,30.0,0.014232518059580635,0.39516450685827703,0.22568778589065894,17.389100381110527,0.04106399151346863,0.0,-1.5220156693348517
Ru,760.0,24.216659395731753,450.0,30.0,0.013958948699051097,0.3875688796479242,0.2285248028701044,17.42468532373206,0.04058987745937722,0.0,-1.5135866369437792
Ru,765.0,24.25462435280755,450.0,30.0,0.013692974180244124,0.3801841224938326,0.23140613212112296,17.46003692078975,0.0401248302947757,0.0,-1.5052317150193226
Ru,770.0,24.29256308516697,450.0,30.0,0.013434328227883194,0.37300284228833896,0.234332780688128,17.49515821264915,0.039668610380366204,0.0,-1.4969498805637573
Ru,775.0,24.330473000762336,450.0,30.0,0.013182755746099254,0.36601795631896245,0.23730578769600852,17.530052180638748,0.03922098613158499,0.0,-1.4887401311957151
Ru,780.0,24.368351773225367,450.0,30.0,0.012938012274732213,0.35922267717266704,0.2403262255823832,17.56472174856865,0.038781733693115585,0.0,-1.4806014846111348
Ru,785.0,24.40619733034087,450.0,30.0,0.012699863474811965,0.3526104984502922,0.2433952013895711,17.599169784200708,0.03835063662492328,0.0,-1.4725329780352783
Ru,790.0,24.444007843351624,450.0,30.0,0.01246808464292897,0.34617518128309727,0.24651385811968624,17.633399100671994,0.037927485606424824,0.0,-1.4645336677156409
Ru,795.0,24.481781717013074,450.0,30.0,0.012242460251747897,0.33991074157516726,0.24968337615625608,17.66741245787339,0.0375120781531002,0.0,-1.4566026284218911
Ru,800.0,24.51951758032168,450.0,30.0,0.012022783514075586,0.33381143789980133,0.2529049747559901,17.70121256378489,0.03710421833989021,0.0,-1.448738952915325
Ru,805.0,24.557214278051255,450.0,30.0,0.01180885597356689,0.32787176013549896,0.2561799136150727,17.734802075769387,0.036703716553222035,0.0,-1.4409417515498135
Ru,810.0,24.594870862808875,450.0,30.0,0.011600487113830781,0.322086418612829,0.25950949451359834,17.768183601826376,0.036310389237439754,0.0,-1.4332101517626783
Ru,815.0,24.632486587811062,450.0,30.0,0.011397493990830737,0.31645033390806115,0.2628950630432178,17.801359701807037,0.03592405866550988,0.0,-1.4255432976748965
Ru,820.0,24.67006090016641,450.0,30.0,0.011199700882395434,0.31095862711186373,0.26633801042236416,17.83433288859222,0.0355445527088539,0.0,-1.4179403496199385
Ru,825.0,24.707593434807524,450.0,30.0,0.01100693895817717,0.3056066106657306,0.2698397754046123,17.867105629234594,0.03517170462808873,0.0,-1.4104004837665975
Ru,830.0,24.74508400892146,450.0,30.0,0.010819045965602946,0.30038977964244307,0.27340184628536546,17.899680346066273,0.034805352867228634,0.0,-1.4029228917095768
Ru,835.0,24.78253261691508,450.0,30.0,0.01063586593233084,0.29530380348479984,0.27702576301288545,17.932059417773242,0.03444534085842679,0.0,-1.3955067800833023
Ru,840.0,24.81993942588515,450.0,30.0,0.01045724888398654,0.2903445181685979,0.28071311940993243,17.964245180437636,0.03409151683535717,0.0,-1.3881513701878465
Ru,845.0,24.857304771576917,450.0,30.0,0.010283050576303422,0.2855079187655283,0.28446556551274593,17.99623992854912,0.03374373365476224,0.0,-1.3808558976265006
Ru,850.0,25.299155053423704,450.0,30.0,0.010113132240845833,0.28079015238320654,0.28828481003458134,18.02804591598645,0.033401848625801554,0.0,-1.3736196119545814
Ru,855.0,25.337086221318298,450.0,30.0,0.00994736034354583,0.27618751146096854,0.2921726229615232,18.05966535697025,0.033065723346775676,0.0,-1.3664417763390417
