draw,E_N_Fe,E_N_Ru,E_N_Os,n_feasible,atomic_winner,raw_cost_winner,economic_winner,Fe_feasible,rho_raw,rho_censored,top1,top3_actionable
738,-1.6118541513202316,-1.1065367259724854,-1.1032837740504875,2,Ru,Ru,Ru,0,0.95,0.5916079783099615,1.0,0.6666666666666666
739,-1.1273548309644261,-1.150754684824129,-1.030507192239173,3,Ru,Fe,Fe,1,0.932142857142857,0.6943838462727558,0.0,1.0
740,-1.2175870748440853,-1.0422923965416098,-0.9699826810747362,3,Fe,Fe,Fe,1,0.9285714285714284,0.6994896098482908,1.0,1.0
741,-0.7527705001537803,-1.0241641667498727,-1.0286360764482405,3,Os,Fe,Fe,1,0.9428571428571427,0.679066555546151,0.0,1.0
742,-1.843765986219065,-1.2356741928114234,-1.1984942375202121,2,Os,Ru,Ru,0,0.8999999999999999,0.5855711622047578,0.0,0.6666666666666666
743,-1.1215405031741539,-1.1728686264467276,-1.2343923977042481,3,Ru,Fe,Fe,1,0.9714285714285713,0.6943838462727558,0.0,1.0
744,-0.9901924025419172,-1.2194209098037587,-1.1157077714853405,3,Ru,Fe,Fe,1,0.9285714285714284,0.684172319121686,0.0,1.0
745,-1.638688503375366,-1.1624066221527165,-1.105082005889038,2,Ru,Ru,Ru,0,0.9642857142857141,0.5916079783099615,1.0,0.6666666666666666
746,-1.0937161090308547,-1.0906906051141718,-1.2194483922103159,3,Os,Fe,Fe,1,0.95,0.684172319121686,0.0,1.0
747,-1.3106780270061407,-1.272177264504955,-1.14961150422708,3,Os,Fe,Fe,1,0.9571428571428571,0.679066555546151,0.0,1.0
748,-1.8033535023663805,-1.1049154672138162,-1.1206903178855938,3,Os,Ru,Ru,0,0.9607142857142855,0.6943838462727558,0.0,1.0
749,-1.3832020396497686,-1.1814884757165722,-1.087363316175441,3,Ru,Fe,Fe,1,0.932142857142857,0.684172319121686,0.0,1.0
750,-1.4852105110907279,-1.2424976743585383,-1.1403473532041852,4,Os,Fe,Fe,1,0.9571428571428571,0.7608597525334153,0.0,1.0
751,-1.7206667673912697,-1.141388745664862,-1.0070439411967538,3,Ru,Ru,Ru,0,0.9642857142857141,0.6994896098482908,1.0,1.0
752,-1.0048337533841383,-1.2485837331686478,-1.2463014878584096,3,Os,Fe,Fe,1,0.932142857142857,0.679066555546151,0.0,1.0
753,-1.3041449500989997,-1.0641163968206735,-1.1957380940874485,4,Os,Fe,Fe,1,0.9714285714285713,0.7608597525334153,0.0,1.0
754,-1.6763678869484882,-1.0801847492151468,-1.2064978280778311,3,Os,Ru,Ru,0,0.9214285714285713,0.6943838462727558,0.0,1.0
755,-1.436047831479897,-1.2336676105404734,-1.0167800023055378,4,Ru,Fe,Fe,1,0.95,0.7654432450185562,0.0,1.0
756,-1.4668049183662326,-1.0464753870675385,-1.1296476788573186,4,Os,Fe,Fe,1,0.932142857142857,0.7608597525334153,0.0,1.0
757,-1.2911825958433145,-1.1520076874856537,-1.0188972323132206,3,Ru,Fe,Fe,1,0.9249999999999998,0.684172319121686,0.0,1.0
758,-1.422829904437142,-1.0235150937733304,-1.0099655873588682,4,Ru,Fe,Fe,1,0.9535714285714283,0.7654432450185562,0.0,1.0
759,-1.2155371492329006,-1.2134222786756772,-1.0079689301862333,3,Ru,Fe,Fe,1,0.9642857142857141,0.6943838462727558,0.0,1.0
760,-1.5039992727753109,-1.2807166419176785,-1.1083228070626603,4,Os,Fe,Fe,1,0.9107142857142855,0.7608597525334153,0.0,1.0
761,-1.0767174171514913,-1.2330113945313974,-1.2343488517150123,5,Ru,Fe,Fe,1,0.9857142857142854,0.822845699513558,0.0,1.0
762,-1.2868087962271768,-1.2797471988121905,-1.2251835809786054,5,Os,Fe,Fe,1,0.9785714285714284,0.8185932669579323,0.0,1.0
763,-1.1442228305511615,-1.2049882148714135,-1.123026325407451,3,Ru,Fe,Fe,1,0.9607142857142855,0.6943838462727558,0.0,1.0
764,-1.2507875058809614,-1.0791944701765728,-1.1140195762153415,3,Os,Fe,Fe,1,0.9357142857142854,0.684172319121686,0.0,1.0
765,-1.0502709721822436,-1.091027701321842,-1.076558458395986,3,Ru,Fe,Fe,1,0.9749999999999999,0.684172319121686,0.0,1.0
766,-1.6852946925789145,-1.1032201501318695,-1.1734927258335897,2,Os,Ru,Ru,0,0.8607142857142854,0.5855711622047578,0.0,0.6666666666666666
767,-1.4473428957988517,-1.0073651950367726,-1.0588909387380927,4,Os,Fe,Fe,1,0.9392857142857142,0.7608597525334153,0.0,1.0
768,-1.5114186730859702,-1.1899559702896938,-1.1385170278572108,4,Ru,Fe,Fe,1,0.9678571428571429,0.7654432450185562,0.0,1.0
769,-1.0739146509758521,-1.0194724045524186,-1.1057962964775998,3,Os,Fe,Fe,1,0.9178571428571428,0.684172319121686,0.0,1.0
770,-1.2117043327887553,-1.117937131309522,-1.1330033559001835,3,Fe,Fe,Fe,1,0.9285714285714284,0.6943838462727558,1.0,1.0
771,-1.0054926584112058,-1.0970949989414986,-1.174643917765495,4,Os,Fe,Fe,1,0.982142857142857,0.7608597525334153,0.0,1.0
772,-1.4624899226541108,-1.2283277934854742,-1.0072995162627114,3,Ru,Fe,Fe,1,0.9428571428571427,0.684172319121686,0.0,1.0
773,-1.177579949387454,-1.2751520864342172,-1.0269810152245944,3,Fe,Fe,Fe,1,0.9178571428571428,0.6994896098482908,1.0,1.0
774,-1.5171069975206761,-1.1007799446595854,-1.2363227142527011,3,Os,Fe,Fe,1,0.9285714285714284,0.679066555546151,0.0,1.0
775,-1.6203561429160631,-1.1102349746161673,-0.9989435673762719,2,Ru,Ru,Ru,0,0.932142857142857,0.5916079783099615,1.0,0.6666666666666666
776,-1.4327958178460427,-1.0398920888390162,-1.1237225087841338,4,Os,Fe,Fe,1,0.9714285714285713,0.7608597525334153,0.0,1.0
777,-1.5485143963351733,-0.9913801059566214,-1.0169342850599892,3,Os,Ru,Ru,1,0.9535714285714283,0.6943838462727558,0.0,1.0
778,-1.3777663158062008,-1.271399209751105,-1.2570441750822263,5,Os,Fe,Fe,1,0.95,0.8185932669579323,0.0,1.0
779,-1.3766389505706498,-0.993476639563126,-1.0398892293158024,3,Os,Fe,Fe,1,0.9535714285714283,0.679066555546151,0.0,1.0
780,-1.172318515488072,-1.0155538761612677,-1.0722405180571242,3,Fe,Fe,Fe,1,0.9571428571428571,0.6943838462727558,1.0,1.0
781,-0.9007929295179136,-1.0145958400475588,-1.2574756979525903,3,Os,Fe,Fe,1,0.9464285714285712,0.679066555546151,0.0,1.0
782,-1.6302029685026294,-1.1708657602929857,-1.01929131763757,2,Ru,Ru,Ru,0,0.9249999999999998,0.5916079783099615,1.0,0.6666666666666666
783,-1.2607831802927831,-1.1774313016815905,-1.2164226020766897,3,Ru,Fe,Fe,1,0.9285714285714284,0.684172319121686,0.0,1.0
784,-1.509543305355937,-1.1250355012700792,-1.1575696445591812,3,Os,Fe,Fe,1,0.9285714285714284,0.679066555546151,0.0,1.0
785,-1.0984538840437157,-1.2402118988952804,-1.0094689555266037,4,Ru,Fe,Fe,1,0.95,0.7746102299888384,0.0,1.0
786,-1.099580771073048,-1.0817008458488473,-1.1850189100996371,3,Os,Fe,Fe,1,0.9428571428571427,0.684172319121686,0.0,1.0
787,-1.639491431804281,-1.063853080566449,-0.9643731451462698,2,Ru,Ru,Ru,0,0.9392857142857142,0.5916079783099615,1.0,0.6666666666666666
788,-1.2532398376144425,-1.1340098089737563,-1.0441821758747591,3,Ru,Fe,Fe,1,0.9107142857142855,0.6943838462727558,0.0,1.0
789,-1.4814949038467993,-1.0365865882120764,-0.96248534057087,3,Ru,Fe,Fe,1,0.9428571428571427,0.684172319121686,0.0,1.0
790,-1.5379139260549757,-1.0249309528367805,-1.252356687773455,3,Os,Ru,Ru,1,0.9535714285714283,0.6943838462727558,0.0,1.0
791,-0.8303276267180744,-1.2051247572913752,-1.1444165408198543,3,Ru,Fe,Fe,1,0.9107142857142855,0.684172319121686,0.0,1.0
792,-1.2947642121174585,-1.041140746020683,-0.9908675698805478,3,Ru,Fe,Fe,1,0.9642857142857141,0.6943838462727558,0.0,1.0
793,-1.4192354234021933,-1.1703973321400858,-0.9652364950535841,4,Ru,Fe,Fe,1,0.9428571428571427,0.7654432450185562,0.0,1.0
794,-1.58743321596504,-1.1363032275069376,-1.0540269480828128,4,Ru,Ru,Ru,1,0.9178571428571428,0.7746102299888384,1.0,0.6666666666666666
795,-1.274179052930841,-1.2484409573123574,-0.9855564901047688,4,Ru,Fe,Fe,1,0.9392857142857142,0.7746102299888384,0.0,1.0
796,-1.3244822198914552,-1.159817247569492,-0.9731787714137561,3,Ru,Fe,Fe,1,0.914285714285714,0.684172319121686,0.0,1.0
797,-1.8998664580529407,-1.057864518343735,-1.1787296555523243,2,Os,Ru,Ru,0,0.9428571428571427,0.5855711622047578,0.0,0.6666666666666666
798,-1.0713675066333124,-1.0769475507571322,-1.0318021738272285,3,Ru,Fe,Fe,1,0.9607142857142855,0.6943838462727558,0.0,1.0
799,-1.1699739885945064,-1.1210191071264135,-1.1068020455215188,3,Fe,Fe,Fe,1,0.9464285714285712,0.6994896098482908,1.0,1.0
800,-1.2093598516705883,-1.0817480327768698,-1.008198421141443,3,Fe,Fe,Fe,1,0.9678571428571429,0.6994896098482908,1.0,1.0
801,-1.0410127349905498,-1.22066496101376,-1.1545843196990897,3,Os,Fe,Fe,1,0.9285714285714284,0.679066555546151,0.0,1.0
802,-1.5924502074977231,-1.180934913914228,-1.1946274676805464,4,Ru,Ru,Ru,1,0.95,0.7746102299888384,1.0,0.6666666666666666
803,-1.7824269254696308,-1.0526961733729865,-1.2486163791813845,3,Os,Ru,Ru,0,0.9392857142857142,0.6943838462727558,0.0,1.0
804,-1.7284653946947723,-1.1822223274492911,-1.0215793884222668,3,Ru,Ru,Ru,0,0.9214285714285713,0.6994896098482908,1.0,1.0
805,-1.201068551513485,-1.1890871989150293,-1.048040585434343,3,Ru,Fe,Fe,1,0.9571428571428571,0.6943838462727558,0.0,1.0
806,-1.5041617164552816,-1.044614953772841,-1.1276772959919392,3,Os,Fe,Fe,1,0.9464285714285712,0.679066555546151,0.0,1.0
807,-1.4793022976868675,-1.0530333388879005,-1.200655853775188,4,Os,Fe,Fe,1,0.9357142857142854,0.7608597525334153,0.0,1.0
808,-1.1607927360728703,-1.2455827020351657,-1.0101036759187059,3,Fe,Fe,Fe,1,0.914285714285714,0.6994896098482908,1.0,1.0
809,-1.5243788877158888,-0.9850687922236002,-1.092622856421516,3,Os,Fe,Fe,1,0.907142857142857,0.679066555546151,0.0,1.0
810,-1.577361972451714,-1.2278576409144744,-1.0665009945433908,4,Ru,Ru,Ru,1,0.9607142857142855,0.7746102299888384,1.0,0.6666666666666666
811,-1.8544657715516122,-1.100535578668359,-1.073536877162754,2,Ru,Ru,Ru,0,0.8785714285714284,0.5916079783099615,1.0,0.6666666666666666
812,-1.4380274540739506,-1.0838056203060216,-1.2521560950162793,4,Ru,Fe,Fe,1,0.9428571428571427,0.7654432450185562,0.0,1.0
813,-1.1416376742753371,-1.219747977067227,-1.0335444734459092,4,Fe,Fe,Fe,1,0.9642857142857141,0.7791937224739796,1.0,1.0
814,-1.265580845838155,-1.0266612908030104,-1.0497758915906388,3,Fe,Fe,Fe,1,0.9857142857142854,0.6943838462727558,1.0,1.0
815,-1.4983766443282882,-1.021302031768743,-1.1464677755201056,3,Os,Fe,Fe,1,0.9428571428571427,0.679066555546151,0.0,1.0
816,-1.395830896735942,-1.016384659110841,-1.2133618271386912,3,Os,Fe,Fe,1,0.9428571428571427,0.679066555546151,0.0,1.0
817,-1.4132023570781533,-1.0620518935089762,-1.235917936451527,3,Os,Fe,Fe,1,0.9285714285714284,0.679066555546151,0.0,1.0
818,-1.8568331902521236,-1.003135201694493,-1.0613836225340691,3,Os,Ru,Ru,0,0.9285714285714284,0.6943838462727558,0.0,1.0
819,-1.6069892550069111,-1.2290439979108199,-1.1644141901295815,3,Os,Ru,Ru,0,0.9535714285714283,0.6943838462727558,0.0,1.0
820,-1.4734200253123688,-1.1356274553788928,-1.0464115494313688,3,Ru,Fe,Fe,1,0.9178571428571428,0.684172319121686,0.0,1.0
821,-1.6026791176607038,-1.0918120142064183,-1.0241155022414155,2,Ru,Ru,Ru,0,0.9607142857142855,0.5916079783099615,1.0,0.6666666666666666
822,-1.518699655275617,-1.149151429671942,-1.1676746557276922,4,Os,Ru,Ru,1,0.9392857142857142,0.7562762600482742,0.0,0.6666666666666666
823,-1.4150590214742764,-1.1132720185012523,-1.1862429793248088,3,Os,Fe,Fe,1,0.8749999999999999,0.679066555546151,0.0,1.0
824,-1.3833504204665001,-1.226430794359176,-1.185967707780056,3,Os,Fe,Fe,1,0.9392857142857142,0.679066555546151,0.0,1.0
825,-1.424850730886276,-1.0181726797786514,-1.034312128836534,3,Os,Fe,Fe,1,0.907142857142857,0.679066555546151,0.0,1.0
826,-1.5767071681642029,-0.9985619379393402,-1.1654026304334284,3,Os,Ru,Ru,1,0.9357142857142854,0.6943838462727558,0.0,1.0
827,-1.6137402891324992,-1.103609630679266,-0.9997210394053517,2,Ru,Ru,Ru,0,0.8892857142857141,0.5916079783099615,1.0,0.6666666666666666
828,-1.2331153070739664,-1.1001700219322381,-1.0209755845916422,4,Fe,Fe,Fe,1,0.9678571428571429,0.7791937224739796,1.0,1.0
829,-1.2757818304672177,-1.2813351044569976,-0.9663838932614504,3,Fe,Fe,Fe,1,0.9749999999999999,0.6994896098482908,1.0,1.0
830,-1.7831661592613102,-1.2323864466381549,-1.152399232626258,2,Os,Ru,Ru,0,0.95,0.5855711622047578,0.0,0.6666666666666666
831,-1.4088732293693185,-1.2380694682292002,-1.2341926179143943,3,Os,Fe,Fe,1,0.932142857142857,0.679066555546151,0.0,1.0
832,-1.761783284620691,-1.0201763687139707,-1.2224573731763841,3,Os,Ru,Ru,0,0.9178571428571428,0.6943838462727558,0.0,1.0
833,-1.5385117832344029,-1.2473934419456085,-1.047644346027211,4,Ru,Ru,Ru,1,0.932142857142857,0.7654432450185562,1.0,0.6666666666666666
834,-1.2143915060893924,-1.1020951376462158,-1.146439402069548,3,Os,Fe,Fe,1,0.9464285714285712,0.684172319121686,0.0,1.0
835,-1.7298200254367415,-1.2823273151773031,-1.108810266926615,2,Os,Ru,Ru,0,0.8999999999999999,0.5855711622047578,0.0,0.6666666666666666
836,-1.4423790165731305,-1.0932326373739054,-1.0519707986547109,4,Ru,Fe,Fe,1,0.9535714285714283,0.7654432450185562,0.0,1.0
837,-1.1880107927869399,-1.229477781621786,-1.232956088270247,3,Fe,Fe,Fe,1,0.9749999999999999,0.6994896098482908,1.0,1.0
838,-1.3136473396770276,-1.2328773565351336,-1.0305973924584977,4,Ru,Fe,Fe,1,0.9285714285714284,0.7654432450185562,0.0,1.0
839,-1.0258065923054889,-1.1134017848005497,-1.1703325407348397,3,Os,Fe,Fe,1,0.9357142857142854,0.679066555546151,0.0,1.0
840,-1.289147312736792,-1.2519300117365304,-1.117564318792564,3,Os,Fe,Fe,1,0.9214285714285713,0.679066555546151,0.0,1.0
841,-1.0495974478575825,-1.1654571836118264,-1.1510018685662144,3,Ru,Fe,Fe,1,0.95,0.684172319121686,0.0,1.0
842,-0.7741244164545572,-1.0573566089145106,-0.9854304565497403,4,Ru,Fe,Fe,1,0.9642857142857141,0.7654432450185562,0.0,1.0
843,-1.4188288560526459,-1.2783901896234053,-1.2056763417885368,4,Os,Fe,Fe,1,0.9392857142857142,0.7608597525334153,0.0,1.0
844,-1.4344883209501023,-1.1772579636981666,-0.9857508631507363,3,Ru,Fe,Fe,1,0.9678571428571429,0.684172319121686,0.0,1.0
845,-1.7495625331412807,-1.2653074816780179,-1.1549536969505396,2,Os,Ru,Ru,0,0.8714285714285712,0.5855711622047578,0.0,0.6666666666666666
846,-1.1827684490953048,-1.0313414243916708,-1.2213304594265735,3,Fe,Fe,Fe,1,0.9285714285714284,0.6943838462727558,1.0,1.0
847,-1.4270876373241919,-1.2798266691726197,-1.110990519946084,4,Os,Fe,Fe,1,0.9464285714285712,0.7608597525334153,0.0,1.0
848,-1.3075303081149934,-1.2615116585253172,-1.0962573702412144,4,Os,Fe,Fe,1,0.9392857142857142,0.7608597525334153,0.0,1.0
849,-1.266007702816994,-1.2608069861736644,-1.1763465974931322,3,Os,Fe,Fe,1,0.9571428571428571,0.679066555546151,0.0,1.0
850,-1.4733521013522157,-1.1034255891522384,-1.090931711505505,3,Ru,Fe,Fe,1,0.9571428571428571,0.684172319121686,0.0,1.0
851,-1.5736890582444356,-1.1568573890723384,-1.1326849045112888,3,Ru,Ru,Ru,1,0.9535714285714283,0.6663021466073136,1.0,0.6666666666666666
852,-1.3459277184388958,-1.0360153608610827,-1.1924600685208535,3,Os,Fe,Fe,1,0.9535714285714283,0.679066555546151,0.0,1.0
853,-1.5260248672720778,-1.1012633533715366,-1.0142566076717094,3,Ru,Ru,Ru,1,0.8999999999999999,0.6943838462727558,1.0,1.0
854,-1.6176695468275186,-1.1229553788024926,-1.0550107307123753,2,Ru,Ru,Ru,0,0.9607142857142855,0.5916079783099615,1.0,0.6666666666666666
855,-1.5717490921827342,-1.1896972907760297,-1.251127597697436,3,Ru,Ru,Ru,1,0.9714285714285713,0.6994896098482908,1.0,1.0
856,-1.523466556474285,-1.165296048141741,-1.0826641083253998,3,Ru,Ru,Ru,1,0.9714285714285713,0.6943838462727558,1.0,1.0
857,-1.6593698060289224,-1.0958440376325191,-1.0586298093163047,2,Ru,Ru,Ru,0,0.932142857142857,0.5916079783099615,1.0,0.6666666666666666
858,-1.5384318408495086,-1.2281877525010723,-1.2106862286704527,3,Os,Ru,Ru,1,0.9285714285714284,0.6943838462727558,0.0,1.0
859,-1.9481221470780872,-1.2473623992669234,-1.1483740285542896,2,Os,Ru,Ru,0,0.9249999999999998,0.5855711622047578,0.0,0.6666666666666666
860,-1.3426647155772378,-1.0054180723535775,-1.0199992029227636,3,Os,Fe,Fe,1,0.9285714285714284,0.679066555546151,0.0,1.0
861,-1.0930956954561222,-1.2812927693272473,-1.227775077296346,4,Os,Fe,Fe,1,0.9571428571428571,0.7654432450185562,0.0,1.0
862,-1.6276017923776385,-1.1815889854777277,-1.1935515182713223,2,Ru,Ru,Ru,0,0.914285714285714,0.5916079783099615,1.0,0.6666666666666666
863,-1.402261187073056,-1.0416259053429038,-1.111694509352608,3,Os,Fe,Fe,1,0.9535714285714283,0.679066555546151,0.0,1.0
864,-1.371519904834814,-1.0900093933454036,-1.0250835903672941,4,Ru,Fe,Fe,1,0.9428571428571427,0.7654432450185562,0.0,1.0
865,-1.4085833790900104,-1.2640565890648674,-0.9898525885301105,3,Ru,Fe,Fe,1,0.9214285714285713,0.684172319121686,0.0,1.0
866,-1.2452350523463984,-1.2347767554689049,-1.0120053394039443,3,Ru,Fe,Fe,1,0.9571428571428571,0.6943838462727558,0.0,1.0
867,-1.4509048007807877,-1.166601499602619,-1.0219607560423438,3,Ru,Fe,Fe,1,0.9249999999999998,0.684172319121686,0.0,1.0
868,-1.6155030278486682,-1.2124240909147534,-1.1368980860360205,3,Ru,Ru,Ru,0,0.9249999999999998,0.6994896098482908,1.0,1.0
869,-1.2685888817142015,-1.0950261795878662,-1.1610384348165759,3,Os,Fe,Fe,1,0.914285714285714,0.679066555546151,0.0,1.0
870,-1.1729196865447433,-1.1913460654212342,-1.0196130534976109,3,Fe,Fe,Fe,1,0.9107142857142855,0.6994896098482908,1.0,1.0
871,-1.7297070666632217,-1.181663737220731,-1.128030460649861,2,Ru,Ru,Ru,0,0.907142857142857,0.5916079783099615,1.0,0.6666666666666666
872,-1.2634554671499174,-1.0326277129852905,-1.003858563938073,3,Fe,Fe,Fe,1,0.95,0.6994896098482908,1.0,1.0
873,-1.42944951123929,-1.0699391835114103,-1.0542082791342662,3,Ru,Fe,Fe,1,0.9392857142857142,0.684172319121686,0.0,1.0
874,-1.171754211887081,-1.1121192704074496,-1.2009818811689892,3,Fe,Fe,Fe,1,0.9571428571428571,0.6943838462727558,1.0,1.0
875,-1.5184368080640622,-1.232813512272208,-1.228253501563824,3,Os,Ru,Ru,1,0.9464285714285712,0.684172319121686,0.0,1.0
876,-1.5475823293421673,-1.0566287046772627,-1.2213172839642592,4,Os,Ru,Ru,1,0.9214285714285713,0.7700267375036974,0.0,0.6666666666666666
877,-1.190338442952687,-1.1497980793424036,-1.0182329046233887,3,Fe,Fe,Fe,1,0.9214285714285713,0.6994896098482908,1.0,1.0
878,-1.710679908827017,-1.12641157113981,-0.9923168459854055,3,Ru,Ru,Ru,0,0.9357142857142854,0.6994896098482908,1.0,1.0
879,-1.6150402452659578,-1.1029548547171328,-0.9978800857223875,2,Ru,Ru,Ru,0,0.914285714285714,0.5916079783099615,1.0,0.6666666666666666
880,-1.3348363131333616,-1.060479269744247,-1.1057648360120211,3,Os,Fe,Fe,1,0.9392857142857142,0.679066555546151,0.0,1.0
881,-1.5945588467550522,-1.2701925917012156,-1.0983677841950314,2,Os,Ru,Ru,0,0.8892857142857141,0.5855711622047578,0.0,0.6666666666666666
882,-1.4357325050706227,-1.1447104784263296,-1.0731168291152964,3,Ru,Fe,Fe,1,0.9642857142857141,0.684172319121686,0.0,1.0
883,-1.5090140836879085,-1.165696970014077,-1.0967025047342047,4,Ru,Fe,Fe,1,0.95,0.73794229010771,0.0,1.0
884,-1.0121173872057079,-1.1458275628667607,-1.0794855239548578,3,Ru,Fe,Fe,1,0.95,0.684172319121686,0.0,1.0
885,-2.0577542320123103,-1.1187292216881948,-1.2353213274195105,2,Ru,Ru,Ru,0,0.9214285714285713,0.5916079783099615,1.0,0.6666666666666666
886,-1.6566095222709432,-1.0947439807608617,-1.2489569755975996,2,Ru,Ru,Ru,0,0.9035714285714285,0.5916079783099615,1.0,0.6666666666666666
887,-1.3403735015318257,-1.0831555235902544,-1.0883732770062777,4,Os,Fe,Fe,1,0.9571428571428571,0.7608597525334153,0.0,1.0
888,-0.7508123674738679,-1.1472226103098038,-1.1254789146581063,4,Ru,Fe,Fe,1,0.9357142857142854,0.7654432450185562,0.0,1.0
889,-1.4670120267001137,-1.1728662885815824,-1.2013738445016167,4,Ru,Fe,Fe,1,0.932142857142857,0.7654432450185562,0.0,1.0
890,-1.0195738226870823,-1.0611044519538866,-1.0717654115999813,3,Os,Fe,Fe,1,0.9714285714285713,0.679066555546151,0.0,1.0
891,-0.976275339131228,-1.0276974431740469,-1.0562082650141276,4,Os,Fe,Fe,1,0.9464285714285712,0.7608597525334153,0.0,1.0
892,-1.1865093328584808,-1.0920008556494658,-0.9737470590907695,3,Fe,Fe,Fe,1,0.932142857142857,0.6994896098482908,1.0,1.0
893,-1.4914383102767783,-1.0920158559398347,-1.0186654073090649,3,Ru,Fe,Fe,1,0.9178571428571428,0.684172319121686,0.0,1.0
894,-1.4690868712288896,-1.045725281943219,-1.023963765817434,4,Ru,Fe,Fe,1,0.9642857142857141,0.7654432450185562,0.0,1.0
895,-1.4451773674024908,-1.2814127171242202,-1.170356015675802,4,Os,Fe,Fe,1,0.9607142857142855,0.7608597525334153,0.0,1.0
896,-1.3393627098918244,-0.9990521426448888,-1.1230068517180536,3,Os,Fe,Fe,1,0.95,0.679066555546151,0.0,1.0
897,-0.9741502496789851,-1.247845905404886,-1.0455810242033927,3,Ru,Fe,Fe,1,0.932142857142857,0.684172319121686,0.0,1.0
898,-1.0828160907907074,-1.124283638647736,-0.9671065644458359,3,Ru,Fe,Fe,1,0.9571428571428571,0.6943838462727558,0.0,1.0
899,-1.8359717325019966,-1.2107395222637827,-1.0135444482142841,3,Ru,Ru,Ru,0,0.9249999999999998,0.6994896098482908,1.0,1.0
900,-1.2515767185272932,-1.0993096617588232,-1.0582234188731277,3,Ru,Fe,Fe,1,0.9607142857142855,0.6943838462727558,0.0,1.0
901,-1.0538962204699955,-1.2732659211067205,-1.2156786543299232,4,Os,Fe,Fe,1,0.9571428571428571,0.7654432450185562,0.0,1.0
902,-1.544751064784762,-0.9878564209718907,-0.9698779850635827,3,Ru,Ru,Ru,1,0.9428571428571427,0.6943838462727558,1.0,1.0
903,-1.000970098547206,-1.139560467360959,-0.9828285369652214,4,Ru,Fe,Fe,1,0.9428571428571427,0.7746102299888384,0.0,1.0
904,-1.208396320589612,-1.0209838287639683,-1.0072469960972426,3,Fe,Fe,Fe,1,0.9428571428571427,0.6994896098482908,1.0,1.0
905,-1.6799013649083236,-1.128914494855566,-1.0921948080099433,2,Ru,Ru,Ru,0,0.8999999999999999,0.5916079783099615,1.0,0.6666666666666666
906,-1.3201115983770324,-1.1863228344260242,-1.0582717254127225,3,Ru,Fe,Fe,1,0.9285714285714284,0.684172319121686,0.0,1.0
907,-1.4558137015821067,-1.115160077184765,-1.0023539625261535,3,Ru,Fe,Fe,1,0.9285714285714284,0.684172319121686,0.0,1.0
908,-1.3904313983778438,-1.1017596856408833,-1.049192560672602,3,Ru,Fe,Fe,1,0.9642857142857141,0.684172319121686,0.0,1.0
909,-1.8647558276693497,-1.0604241331620115,-1.2207088190999125,3,Os,Ru,Ru,0,0.9642857142857141,0.6943838462727558,0.0,1.0
910,-1.1323958794966855,-1.2121891640673517,-1.1628417781606537,3,Os,Fe,Fe,1,0.9249999999999998,0.679066555546151,0.0,1.0
911,-1.4491487036228528,-1.1934167915139005,-0.996839079926314,4,Ru,Fe,Fe,1,0.9607142857142855,0.7654432450185562,0.0,1.0
912,-1.7267874487850308,-1.2238386561141796,-1.1027155847066858,3,Ru,Ru,Ru,0,0.9285714285714284,0.6994896098482908,1.0,1.0
913,-1.2803503095549362,-1.2331614699743194,-1.1915351984296219,4,Os,Fe,Fe,1,0.9571428571428571,0.7608597525334153,0.0,1.0
914,-1.1325248167859536,-1.0931401519938226,-1.2485466110579517,4,Fe,Fe,Fe,1,0.9714285714285713,0.7791937224739796,1.0,1.0
915,-1.2109609938714236,-1.1664380873363198,-1.070285883082974,4,Ru,Fe,Fe,1,0.9464285714285712,0.7746102299888384,0.0,1.0
916,-1.751000327546484,-1.252680176491205,-1.1485371395902293,2,Os,Ru,Ru,0,0.9107142857142855,0.5855711622047578,0.0,0.6666666666666666
917,-1.7037111788722423,-1.0730465311460948,-1.2262585700615205,3,Os,Ru,Ru,0,0.9428571428571427,0.6943838462727558,0.0,1.0
918,-1.0610230549446464,-1.1340947717729013,-1.2016963920226285,3,Os,Fe,Fe,1,0.9249999999999998,0.679066555546151,0.0,1.0
919,-1.8672672656730405,-1.0046169205839486,-1.0928016111402048,3,Os,Ru,Ru,0,0.9714285714285713,0.6943838462727558,0.0,1.0
920,-1.323859905072507,-1.0047373220461606,-1.2397292228120718,3,Os,Fe,Fe,1,0.95,0.679066555546151,0.0,1.0
921,-1.3364120530635346,-1.1912478279738958,-1.2351807678579705,3,Ru,Fe,Fe,1,0.9607142857142855,0.684172319121686,0.0,1.0
922,-1.5942331108225176,-1.192611313068859,-1.12898278696395,3,Ru,Ru,Ru,0,0.9178571428571428,0.6994896098482908,1.0,1.0
923,-1.0726169851107352,-1.2246241340253783,-1.2354853778623733,3,Ru,Fe,Fe,1,0.9642857142857141,0.684172319121686,0.0,1.0
924,-1.5045696033604592,-1.1957747463545132,-1.1168051299057313,4,Ru,Fe,Fe,1,0.9607142857142855,0.7654432450185562,0.0,1.0
925,-1.3594916308138532,-1.1548907585923593,-1.1573086684844185,4,Os,Fe,Fe,1,0.9214285714285713,0.7608597525334153,0.0,1.0
926,-1.204636825039596,-1.043782038376082,-1.0666794648311588,3,Fe,Fe,Fe,1,0.9535714285714283,0.6943838462727558,1.0,1.0
927,-1.450066216622273,-1.2181229555420559,-1.0391483009958309,3,Ru,Fe,Fe,1,0.932142857142857,0.684172319121686,0.0,1.0
