draw,E_N_Fe,E_N_Ru,E_N_Os,n_feasible,atomic_winner,raw_cost_winner,economic_winner,Fe_feasible,rho_raw,rho_censored,top1,top3_actionable
358,-1.262861964302859,-1.1133603616000916,-1.0882722307343204,3,Ru,Fe,Fe,1,0.9285714285714284,0.684172319121686,0.0,1.0
359,-1.7127658057281778,-1.0380516729904636,-1.2170990041767418,2,Os,Ru,Ru,0,0.8642857142857141,0.5855711622047578,0.0,0.6666666666666666
360,-1.0885392778090794,-1.0844820340189778,-0.9977989451055456,3,Fe,Fe,Fe,1,0.9714285714285713,0.6994896098482908,1.0,1.0
361,-1.5899148838719568,-1.2795597566635792,-1.0593997966892963,3,Os,Ru,Ru,1,0.907142857142857,0.6943838462727558,0.0,1.0
362,-1.3395220889809287,-1.0022586197820234,-0.9719642785757724,4,Ru,Fe,Fe,1,0.9428571428571427,0.7654432450185562,0.0,1.0
363,-1.2351904623357854,-1.214228760163339,-1.1208778069808487,3,Ru,Fe,Fe,1,0.932142857142857,0.684172319121686,0.0,1.0
364,-1.2979983475279677,-1.0297043611167358,-1.0312887512078384,3,Os,Fe,Fe,1,0.9464285714285712,0.679066555546151,0.0,1.0
365,-1.5483188836258028,-1.137966377485976,-1.125127780510253,3,Ru,Ru,Ru,1,0.9607142857142855,0.6994896098482908,1.0,1.0
366,-1.2743226626772122,-0.9972683265108182,-1.00792228430745,4,Fe,Fe,Fe,1,0.9357142857142854,0.7746102299888384,1.0,1.0
367,-1.337434873621731,-1.2572424206342017,-1.1392603280697187,3,Os,Fe,Fe,1,0.9285714285714284,0.679066555546151,0.0,1.0
368,-1.6895574079684401,-1.0816318962408387,-1.2093429268918396,2,Os,Ru,Ru,0,0.9392857142857142,0.5855711622047578,0.0,0.6666666666666666
369,-1.5221725828169863,-1.1499957682867041,-0.9742231671500181,4,Ru,Ru,Ru,1,0.9571428571428571,0.7746102299888384,1.0,1.0
370,-1.8452562643710442,-1.1224257898443042,-1.1849363591439028,2,Os,Ru,Ru,0,0.8964285714285712,0.5855711622047578,0.0,0.6666666666666666
371,-1.443426492092455,-1.0366744419419043,-1.049854766600634,3,Os,Fe,Fe,1,0.9107142857142855,0.679066555546151,0.0,1.0
372,-1.389132790028254,-1.068922600774635,-0.9766711391142202,4,Ru,Fe,Fe,1,0.9749999999999999,0.7654432450185562,0.0,1.0
373,-1.3918469371560163,-1.0583291671423494,-1.2561091343687663,3,Os,Fe,Fe,1,0.9357142857142854,0.679066555546151,0.0,1.0
374,-1.8236664242608245,-1.079780741726351,-1.0336408120205762,2,Ru,Ru,Ru,0,0.8678571428571429,0.5916079783099615,1.0,0.6666666666666666
375,-1.6150109141848967,-1.023456074699184,-1.066743044962585,3,Os,Ru,Ru,0,0.9642857142857141,0.6943838462727558,0.0,1.0
376,-1.66707273789234,-1.1030646711474534,-1.2035645949639284,2,Os,Ru,Ru,0,0.9535714285714283,0.5855711622047578,0.0,0.6666666666666666
377,-1.358862254212185,-1.232550665308504,-1.076924907955825,4,Ru,Fe,Fe,1,0.95,0.7654432450185562,0.0,1.0
378,-1.9189634711642471,-1.2565065584707584,-1.0528088343707087,3,Ru,Ru,Ru,0,0.907142857142857,0.6994896098482908,1.0,1.0
379,-1.8337751691731572,-1.1622705415853132,-0.972725579291581,3,Ru,Ru,Ru,0,0.914285714285714,0.6994896098482908,1.0,1.0
380,-1.388234339886322,-1.1223328523630265,-1.0947952348175196,4,Ru,Fe,Fe,1,0.9285714285714284,0.7654432450185562,0.0,1.0
381,-1.552478668797406,-1.1635321868158373,-1.0256372292152012,5,Ru,Ru,Ru,1,0.9571428571428571,0.8270981320691836,1.0,0.6666666666666666
382,-1.552237632333275,-1.19047305534494,-1.0271800373430278,5,Ru,Ru,Ru,1,0.9714285714285713,0.822845699513558,1.0,0.6666666666666666
383,-1.6726462331720577,-1.2134853422460552,-1.0271038458250674,3,Ru,Ru,Ru,0,0.9464285714285712,0.6994896098482908,1.0,1.0
384,-1.4564853069159887,-1.037873479402942,-1.108811770048435,3,Os,Fe,Fe,1,0.9107142857142855,0.679066555546151,0.0,1.0
385,-0.7346298102708491,-1.0134057312292715,-1.1973839545787675,4,Os,Fe,Fe,1,0.9464285714285712,0.7608597525334153,0.0,1.0
386,-1.6823736605397195,-1.2700094016785775,-1.0565592173749065,2,Os,Ru,Ru,0,0.9249999999999998,0.5855711622047578,0.0,0.6666666666666666
387,-1.6692139091874745,-1.222348788179425,-1.1461510699442223,2,Os,Ru,Ru,0,0.9214285714285713,0.5855711622047578,0.0,0.6666666666666666
388,-1.1150856133544602,-1.2129683849639548,-1.1201301551640066,4,Ru,Fe,Fe,1,0.95,0.7654432450185562,0.0,1.0
389,-1.557529359627663,-1.2072818932295983,-1.186745126266697,3,Os,Ru,Ru,1,0.9357142857142854,0.6943838462727558,0.0,1.0
390,-1.300613605213127,-1.2494282516129163,-1.205736644870246,3,Os,Fe,Fe,1,0.9678571428571429,0.679066555546151,0.0,1.0
391,-1.8813718664828705,-1.0949337755350634,-1.2404200844186017,3,Os,Ru,Ru,0,0.95,0.6943838462727558,0.0,1.0
392,-1.1206636467473072,-1.0689524417943972,-1.0132756047107345,3,Fe,Fe,Fe,1,0.9107142857142855,0.6994896098482908,1.0,1.0
393,-1.092745958755379,-1.0960051317916677,-1.054392265204217,3,Ru,Fe,Fe,1,0.932142857142857,0.6943838462727558,0.0,1.0
394,-1.1860656524949411,-1.1481320814469376,-0.9909986810834416,3,Fe,Fe,Fe,1,0.9749999999999999,0.6994896098482908,1.0,1.0
395,-1.449873176503529,-1.2144129565991262,-0.9700626717531136,4,Ru,Fe,Fe,1,0.932142857142857,0.7654432450185562,0.0,1.0
396,-1.2990386681046857,-1.2617662759842334,-1.1642151117338524,4,Os,Fe,Fe,1,0.9392857142857142,0.7608597525334153,0.0,1.0
397,-1.7169500946943197,-1.0498235508122142,-1.1254944809529086,2,Os,Ru,Ru,0,0.8785714285714284,0.5855711622047578,0.0,0.6666666666666666
398,-1.1957170938098451,-1.216992831760656,-1.1416472600803895,3,Fe,Fe,Fe,1,0.9607142857142855,0.6943838462727558,1.0,1.0
399,-1.1997535398334307,-1.2652424512474851,-1.0970809077760584,3,Fe,Fe,Fe,1,0.9178571428571428,0.6943838462727558,1.0,1.0
400,-1.130218431313853,-1.146304387365722,-1.167379350643993,3,Os,Fe,Fe,1,0.9035714285714285,0.679066555546151,0.0,1.0
401,-1.3047322096990908,-1.121922422204621,-1.1284826427655443,3,Os,Fe,Fe,1,0.907142857142857,0.679066555546151,0.0,1.0
402,-1.2105222003424203,-1.1135549798175182,-1.241418804209834,4,Fe,Fe,Fe,1,0.9857142857142854,0.7791937224739796,1.0,1.0
403,-1.868653050149174,-1.0320007576012513,-0.986522622254062,2,Ru,Ru,Ru,0,0.9249999999999998,0.5916079783099615,1.0,0.6666666666666666
404,-1.5933075105991952,-1.0919297497608704,-1.1674832002933713,2,Os,Ru,Ru,0,0.9642857142857141,0.5855711622047578,0.0,0.6666666666666666
405,-1.386680312455027,-1.2741472846085542,-1.0204885924491187,4,Ru,Fe,Fe,1,0.914285714285714,0.7654432450185562,0.0,1.0
406,-1.6484190506236205,-1.0492494149615297,-1.0390078790809625,2,Ru,Ru,Ru,0,0.914285714285714,0.5916079783099615,1.0,0.6666666666666666
407,-1.2032436767269712,-1.2339576600398234,-1.1365536021163831,3,Fe,Fe,Fe,1,0.9571428571428571,0.6943838462727558,1.0,1.0
408,-1.1868259424712426,-1.0428003219941198,-0.9888560435443059,3,Fe,Fe,Fe,1,0.982142857142857,0.6994896098482908,1.0,1.0
409,-1.5893106730835027,-1.0127668852615952,-1.0531188057113257,4,Os,Ru,Ru,1,0.9535714285714283,0.7700267375036974,0.0,0.6666666666666666
410,-1.2971055978131516,-1.1458816517249297,-1.1586979000285718,5,Os,Fe,Fe,1,0.9607142857142855,0.8185932669579323,0.0,1.0
411,-1.663347215362882,-1.091120363330825,-1.2549052915025773,2,Ru,Ru,Ru,0,0.907142857142857,0.5916079783099615,1.0,0.6666666666666666
412,-1.168507064854413,-1.055968153822046,-1.1963772440316538,3,Fe,Fe,Fe,1,0.95,0.6943838462727558,1.0,1.0
413,-1.3845523131705213,-1.2659841921990114,-1.1667647487355999,3,Os,Fe,Fe,1,0.9392857142857142,0.679066555546151,0.0,1.0
414,-1.326953090009004,-1.132022174732424,-1.174600985077144,4,Os,Fe,Fe,1,0.9571428571428571,0.7608597525334153,0.0,1.0
415,-1.317931814849727,-1.1097684905751004,-1.1755445468982741,3,Os,Fe,Fe,1,0.9464285714285712,0.679066555546151,0.0,1.0
416,-1.4366445321536205,-1.193586337148059,-1.1347695428898894,4,Ru,Fe,Fe,1,0.932142857142857,0.7654432450185562,0.0,1.0
417,-1.3006798398421133,-1.1873034836550482,-1.042652237227536,3,Ru,Fe,Fe,1,0.8892857142857141,0.684172319121686,0.0,1.0
418,-1.2841793610123369,-1.193650423614874,-1.1479580793988544,3,Ru,Fe,Fe,1,0.9285714285714284,0.684172319121686,0.0,1.0
419,-1.653220974969547,-1.2290482221984016,-1.0901569790957557,3,Ru,Ru,Ru,0,0.9642857142857141,0.6994896098482908,1.0,1.0
420,-1.576676555859828,-1.0308593808689093,-1.214484568568294,3,Os,Ru,Ru,1,0.9285714285714284,0.6943838462727558,0.0,1.0
421,-1.4354793258956007,-1.266923106733306,-1.0240979758242068,3,Ru,Fe,Fe,1,0.9392857142857142,0.684172319121686,0.0,1.0
422,-0.9317662218024934,-1.2184131388024084,-1.0572949864287975,4,Ru,Fe,Fe,1,0.9678571428571429,0.7654432450185562,0.0,1.0
423,-2.2846140477449945,-1.1488029366877304,-0.9646725648971588,3,Ru,Ru,Ru,0,0.9535714285714283,0.6994896098482908,1.0,1.0
424,-1.6549217016753888,-1.0102755745046887,-1.2341186941392903,4,Os,Ru,Ru,0,0.9607142857142855,0.7700267375036974,0.0,0.6666666666666666
425,-1.9169309433050412,-1.0517777127068442,-1.0193907236867668,2,Ru,Ru,Ru,0,0.9285714285714284,0.5916079783099615,1.0,0.6666666666666666
426,-1.0933302194836743,-1.0545898198476236,-0.9653419222570596,3,Fe,Fe,Fe,1,0.914285714285714,0.6994896098482908,1.0,1.0
427,-0.8427713434312263,-1.2799932168352073,-0.9628011861168322,4,Ru,Fe,Fe,1,0.9392857142857142,0.7654432450185562,0.0,1.0
428,-1.3912756772553063,-1.1107050026931646,-1.2066332670559028,3,Os,Fe,Fe,1,0.9428571428571427,0.679066555546151,0.0,1.0
429,-1.519162349053606,-1.2219062241959957,-0.9782791396855892,3,Ru,Ru,Ru,1,0.9642857142857141,0.6943838462727558,1.0,1.0
430,-1.1516510993200164,-1.237215268403345,-1.2043949896160164,3,Fe,Fe,Fe,1,0.9714285714285713,0.6943838462727558,1.0,1.0
431,-1.4095179915600633,-1.0638612340410778,-1.0385929158755918,3,Ru,Fe,Fe,1,0.8999999999999999,0.684172319121686,0.0,1.0
432,-1.2959660077692938,-1.0348193472236846,-1.1099541627674405,3,Os,Fe,Fe,1,0.9535714285714283,0.679066555546151,0.0,1.0
433,-1.3271232450481825,-1.0386675045150144,-1.1845663252086542,4,Os,Fe,Fe,1,0.9249999999999998,0.7608597525334153,0.0,1.0
434,-1.2522585936170927,-1.0120288599947576,-1.218838870745603,4,Os,Fe,Fe,1,0.95,0.7654432450185562,0.0,1.0
435,-1.4701731831794211,-1.216717910128179,-0.9973145019667056,3,Ru,Fe,Fe,1,0.9392857142857142,0.684172319121686,0.0,1.0
436,-1.4362372517478075,-1.1069581528177628,-1.1994616760265737,3,Os,Fe,Fe,1,0.9392857142857142,0.679066555546151,0.0,1.0
437,-1.69338507082633,-1.0555627326013197,-1.0719510061714652,2,Os,Ru,Ru,0,0.9035714285714285,0.5855711622047578,0.0,0.6666666666666666
438,-1.1229840082574334,-1.176985003894914,-1.229765240753911,3,Ru,Fe,Fe,1,0.95,0.6943838462727558,0.0,1.0
439,-1.227519721197217,-1.079304552927264,-1.1558343945771536,3,Os,Fe,Fe,1,0.95,0.684172319121686,0.0,1.0
440,-1.4861665768212964,-1.0735608839044566,-1.093307050531828,4,Os,Fe,Fe,1,0.9392857142857142,0.7608597525334153,0.0,1.0
441,-1.1360244708104341,-1.1016319467217697,-1.176816976783517,4,Os,Fe,Fe,1,0.9535714285714283,0.7654432450185562,0.0,1.0
442,-1.4447365297987613,-1.0518880289709531,-1.0014283380314344,4,Ru,Fe,Fe,1,0.932142857142857,0.7654432450185562,0.0,1.0
443,-1.1560420825692732,-1.2590149894018727,-1.2385632477428277,3,Fe,Fe,Fe,1,0.9214285714285713,0.6943838462727558,1.0,1.0
444,-1.013859604235424,-0.9895377965051553,-1.1751005122596738,3,Os,Fe,Fe,1,0.9464285714285712,0.684172319121686,0.0,1.0
445,-1.360340020762541,-1.2632364840495423,-1.2088956835555413,3,Os,Fe,Fe,1,0.932142857142857,0.679066555546151,0.0,1.0
446,-1.3838324411694847,-1.1714737676502123,-1.0290003931084017,3,Ru,Fe,Fe,1,0.907142857142857,0.684172319121686,0.0,1.0
447,-1.4486227695409406,-1.0346138995888403,-1.163296420051854,3,Os,Fe,Fe,1,0.9178571428571428,0.679066555546151,0.0,1.0
448,-1.3590563247513539,-1.1581647057944395,-1.1216205282369682,4,Ru,Fe,Fe,1,0.9714285714285713,0.7654432450185562,0.0,1.0
449,-1.6385050757674686,-1.020754005350538,-1.0216431891404574,2,Os,Ru,Ru,0,0.8964285714285712,0.5855711622047578,0.0,0.6666666666666666
450,-1.3745024687056113,-1.2488482649418577,-1.1535172403502685,3,Os,Fe,Fe,1,0.9357142857142854,0.679066555546151,0.0,1.0
451,-1.1635345375210897,-1.0074616706722503,-1.1476294451252116,4,Fe,Fe,Fe,1,0.9642857142857141,0.7746102299888384,1.0,1.0
452,-1.5290575041517787,-1.0226419802213038,-1.1566259021560457,3,Os,Ru,Ru,1,0.9214285714285713,0.684172319121686,0.0,1.0
453,-1.4553640745678451,-1.120260100622279,-1.0309073054185611,3,Ru,Fe,Fe,1,0.932142857142857,0.684172319121686,0.0,1.0
454,-1.483959341428061,-1.271093604063026,-0.9885852438637968,3,Ru,Fe,Fe,1,0.8964285714285712,0.684172319121686,0.0,1.0
455,-1.3383296896186956,-1.2202128590868155,-1.0745408815090869,3,Ru,Fe,Fe,1,0.932142857142857,0.684172319121686,0.0,1.0
456,-1.103030737970997,-1.1398997125180301,-1.001927252277584,3,Ru,Fe,Fe,1,0.9892857142857142,0.6943838462727558,0.0,1.0
457,-1.540568858008631,-1.239154774851663,-1.0455501679436707,3,Ru,Ru,Ru,1,0.9607142857142855,0.6994896098482908,1.0,1.0
458,-1.3481157563895731,-1.1102083434975298,-1.0418682011406815,3,Ru,Fe,Fe,1,0.9249999999999998,0.684172319121686,0.0,1.0
459,-1.5797327862712653,-1.224888589968729,-1.0144646305674139,3,Ru,Ru,Ru,1,0.932142857142857,0.6994896098482908,1.0,1.0
460,-1.8793694465797814,-1.006796013703118,-1.246784457662531,2,Os,Ru,Ru,0,0.9428571428571427,0.5855711622047578,0.0,0.6666666666666666
461,-1.525551485676303,-1.265058256958125,-1.0440162704934364,3,Ru,Ru,Ru,1,0.932142857142857,0.6943838462727558,1.0,1.0
462,-1.3597936862165398,-1.205955279493313,-1.135293482699555,4,Ru,Fe,Fe,1,0.9607142857142855,0.7654432450185562,0.0,1.0
463,-1.5694683447797257,-1.2486936350384688,-1.2517933507066366,3,Ru,Ru,Ru,1,0.9214285714285713,0.6994896098482908,1.0,1.0
464,-1.0629514285005066,-1.1366154011215868,-1.0932231686128748,4,Ru,Fe,Fe,1,0.95,0.7654432450185562,0.0,1.0
465,-1.2919578307845059,-1.1293416706395543,-1.0119850855162842,3,Ru,Fe,Fe,1,0.907142857142857,0.684172319121686,0.0,1.0
466,-0.9886655004777665,-1.163698854150755,-1.2281597154717638,4,Ru,Fe,Fe,1,0.9678571428571429,0.7654432450185562,0.0,1.0
467,-1.3377292675499795,-1.1181928827283494,-1.2377316394657853,3,Ru,Fe,Fe,1,0.9571428571428571,0.684172319121686,0.0,1.0
468,-1.6871307216589462,-1.0137134684471887,-1.0280941457637793,3,Os,Ru,Ru,0,0.9249999999999998,0.6943838462727558,0.0,1.0
469,-1.218453830044378,-1.0693765925005974,-1.2161795532338657,4,Os,Fe,Fe,1,0.9464285714285712,0.7654432450185562,0.0,1.0
470,-1.261624875541396,-1.1070858948896196,-0.9701479299179282,3,Ru,Fe,Fe,1,0.932142857142857,0.6943838462727558,0.0,1.0
471,-1.337549248793732,-1.1647620170249746,-1.112848274351775,5,Ru,Fe,Fe,1,0.9678571428571429,0.8270981320691836,0.0,1.0
472,-1.9158284429843075,-0.9866152847015697,-1.04442353418988,3,Os,Ru,Ru,0,0.9535714285714283,0.6943838462727558,0.0,1.0
473,-1.0646392076984377,-1.138859323641533,-1.1691984338557428,3,Os,Fe,Fe,1,0.9714285714285713,0.679066555546151,0.0,1.0
474,-1.685537407547708,-1.018390985859892,-1.2333747752855875,2,Os,Ru,Ru,0,0.9535714285714283,0.5855711622047578,0.0,0.6666666666666666
475,-1.6303720704625548,-1.198589393218943,-1.0388976426321632,2,Ru,Ru,Ru,0,0.9035714285714285,0.5916079783099615,1.0,0.6666666666666666
476,-1.1626383608865485,-1.1944629803060522,-1.0612397889837628,3,Fe,Fe,Fe,1,0.9607142857142855,0.6994896098482908,1.0,1.0
477,-1.4072175016337765,-1.1437173595412458,-1.21328841621757,3,Ru,Fe,Fe,1,0.9428571428571427,0.684172319121686,0.0,1.0
478,-1.1794883088907553,-1.2007366455266935,-1.1540949120714257,3,Fe,Fe,Fe,1,0.9678571428571429,0.6994896098482908,1.0,1.0
479,-1.3820822541445703,-1.0532666135116628,-1.0969088573774397,3,Os,Fe,Fe,1,0.9249999999999998,0.679066555546151,0.0,1.0
480,-1.4067659205776246,-1.1482727067766099,-1.2446243840443458,3,Ru,Fe,Fe,1,0.9357142857142854,0.684172319121686,0.0,1.0
481,-1.492475437922302,-1.1894956307396098,-1.1321281338106974,3,Ru,Fe,Fe,1,0.932142857142857,0.684172319121686,0.0,1.0
482,-1.4952929674644144,-1.1779441015027843,-1.2316264462985873,5,Ru,Fe,Fe,1,0.9535714285714283,0.8270981320691836,0.0,1.0
483,-1.3500658060800599,-1.1411153662475957,-1.0620715561043625,4,Ru,Fe,Fe,1,0.9607142857142855,0.7654432450185562,0.0,1.0
484,-1.3848873608523937,-1.049379805765588,-0.96244413899823,3,Ru,Fe,Fe,1,0.9428571428571427,0.684172319121686,0.0,1.0
485,-1.3809000021869136,-1.2524815954557735,-0.9962770206246852,3,Ru,Fe,Fe,1,0.9642857142857141,0.684172319121686,0.0,1.0
486,-1.5174071448584607,-1.1362365906755598,-1.060404690215933,4,Ru,Fe,Fe,1,0.9749999999999999,0.7654432450185562,0.0,1.0
487,-1.731918365755775,-1.1179259073799488,-1.2251027974406716,3,Os,Ru,Ru,0,0.932142857142857,0.6943838462727558,0.0,1.0
488,-1.5300202142869535,-1.100553547317236,-1.060253630770124,3,Ru,Ru,Ru,1,0.9392857142857142,0.6943838462727558,1.0,1.0
489,-1.542125724574446,-1.0779564487911266,-1.1753490867815957,3,Os,Ru,Ru,1,0.9535714285714283,0.6943838462727558,0.0,1.0
490,-1.3907352703223868,-1.160317441070224,-1.084745888356725,3,Ru,Fe,Fe,1,0.9357142857142854,0.684172319121686,0.0,1.0
491,-1.262031480139571,-1.103491525856708,-1.1070123868626214,3,Os,Fe,Fe,1,0.8928571428571428,0.679066555546151,0.0,1.0
492,-1.3507927738486696,-1.0483219237049375,-1.1223440168381853,3,Os,Fe,Fe,1,0.9285714285714284,0.679066555546151,0.0,1.0
493,-1.7403795368840143,-1.1747972083322098,-1.1147977061388894,2,Ru,Ru,Ru,0,0.9178571428571428,0.5916079783099615,1.0,0.6666666666666666
494,-1.465319466151124,-1.1261065354971311,-1.0347901303059859,4,Ru,Fe,Fe,1,0.9571428571428571,0.7654432450185562,0.0,1.0
495,-1.220530755370078,-1.1029857095804667,-1.0989407410874557,3,Fe,Fe,Fe,1,0.9392857142857142,0.6994896098482908,1.0,1.0
496,-1.0867225182743723,-0.9850475944770123,-1.025831788581759,3,Fe,Fe,Fe,1,0.9464285714285712,0.6943838462727558,1.0,1.0
497,-1.4174298565949053,-1.054168669049806,-1.0997399060804571,3,Os,Fe,Fe,1,0.8857142857142855,0.679066555546151,0.0,1.0
498,-1.2571346209345582,-1.0602804980337122,-1.1024918167942743,3,Os,Fe,Fe,1,0.9428571428571427,0.684172319121686,0.0,1.0
499,-1.5744545064628772,-0.9998109236690771,-1.02826244612589,3,Os,Ru,Ru,1,0.9571428571428571,0.6611963830317786,0.0,0.6666666666666666
500,-1.5166578568403126,-1.2671621812260478,-0.9829999178404458,4,Ru,Ru,Ru,1,0.9392857142857142,0.7746102299888384,1.0,1.0
501,-1.5537762475584183,-0.9941062528959714,-1.0289552080179694,4,Os,Ru,Ru,1,0.9392857142857142,0.7700267375036974,0.0,0.6666666666666666
502,-1.6209248644551322,-1.1457302540724172,-1.2043040846669246,3,Os,Ru,Ru,0,0.9249999999999998,0.6943838462727558,0.0,1.0
503,-1.431223802319595,-1.2659669225721424,-1.1886259219239748,3,Os,Fe,Fe,1,0.8857142857142855,0.679066555546151,0.0,1.0
504,-0.9333976081258539,-1.0533014069609985,-1.0171586711480427,3,Ru,Fe,Fe,1,0.9428571428571427,0.684172319121686,0.0,1.0
505,-1.7719570133762337,-1.2640425605644192,-1.2134337105388515,2,Os,Ru,Ru,0,0.8392857142857142,0.5855711622047578,0.0,0.6666666666666666
506,-1.4547175559663859,-1.212877313263935,-1.1330177985903886,4,Ru,Fe,Fe,1,0.9607142857142855,0.7654432450185562,0.0,1.0
507,-1.213637142635904,-1.1376646032242217,-1.244814796582941,3,Fe,Fe,Fe,1,0.9535714285714283,0.6994896098482908,1.0,1.0
508,-1.6719030367312437,-1.131838299337757,-1.2236009714410623,3,Ru,Ru,Ru,0,0.9535714285714283,0.6994896098482908,1.0,1.0
509,-1.6158171882863495,-0.9886221806372874,-1.2077398602864562,2,Os,Ru,Ru,0,0.8857142857142855,0.5855711622047578,0.0,0.6666666666666666
510,-1.1906164006744446,-1.1321644599045526,-1.1133851932973347,3,Fe,Fe,Fe,1,0.9642857142857141,0.6994896098482908,1.0,1.0
511,-1.4497834910716798,-1.206094381324049,-0.96952436676332,4,Ru,Fe,Fe,1,0.9857142857142854,0.7654432450185562,0.0,1.0
512,-1.154253864247657,-1.0971244500481199,-1.216631532643642,3,Fe,Fe,Fe,1,0.9642857142857141,0.6943838462727558,1.0,1.0
513,-1.2654873033313225,-1.1074041296109305,-1.2473549848282108,3,Ru,Fe,Fe,1,0.9214285714285713,0.684172319121686,0.0,1.0
514,-1.6302134281503529,-1.0439561270355646,-1.1886952565989193,2,Os,Ru,Ru,0,0.9464285714285712,0.5855711622047578,0.0,0.6666666666666666
515,-1.2891837022155705,-1.1749931964970426,-1.0994132319035061,3,Ru,Fe,Fe,1,0.9392857142857142,0.684172319121686,0.0,1.0
516,-1.3828126290306098,-1.2105144835618673,-1.0641472174155404,3,Ru,Fe,Fe,1,0.914285714285714,0.684172319121686,0.0,1.0
517,-1.6233366391191568,-1.0025692988295503,-1.0440206377111387,3,Os,Ru,Ru,0,0.95,0.6943838462727558,0.0,1.0
518,-1.297948317840641,-0.9981070953793741,-1.1081070495675438,4,Os,Fe,Fe,1,0.9428571428571427,0.7608597525334153,0.0,1.0
519,-1.4694654765670672,-1.2730816750278688,-1.075467643860103,3,Os,Fe,Fe,1,0.95,0.679066555546151,0.0,1.0
520,-1.1986827303041043,-1.0171883378249802,-1.1798317972605954,3,Os,Fe,Fe,1,0.9107142857142855,0.684172319121686,0.0,1.0
521,-1.0638649465475503,-1.1829011607905395,-1.1798520794663985,3,Os,Fe,Fe,1,0.9214285714285713,0.679066555546151,0.0,1.0
522,-1.6842908003172805,-1.1671746174450894,-1.223840617989808,2,Ru,Ru,Ru,0,0.9357142857142854,0.5916079783099615,1.0,0.6666666666666666
523,-1.269492261692609,-1.0751798330390299,-1.2532316847824407,4,Os,Fe,Fe,1,0.9285714285714284,0.7608597525334153,0.0,1.0
524,-1.6831042362530824,-1.001227252548607,-1.1860628062943575,2,Os,Ru,Ru,0,0.9035714285714285,0.5855711622047578,0.0,0.6666666666666666
525,-1.4132774595140174,-1.2230592085098309,-1.0499956742640861,3,Ru,Fe,Fe,1,0.9357142857142854,0.684172319121686,0.0,1.0
526,-1.0837454530660118,-1.0998066693869166,-1.037770888282127,4,Ru,Fe,Fe,1,0.9785714285714284,0.7746102299888384,0.0,1.0
527,-1.0326632885540636,-0.9891375006330406,-0.9615993316868885,3,Fe,Fe,Fe,1,0.932142857142857,0.6994896098482908,1.0,1.0
528,-1.200156497793326,-1.0774451089384365,-0.9860875257461226,3,Fe,Fe,Fe,1,0.9749999999999999,0.6994896098482908,1.0,1.0
529,-1.2604036943905277,-1.0893785930702644,-1.2255205900843886,3,Os,Fe,Fe,1,0.9285714285714284,0.679066555546151,0.0,1.0
530,-1.2341081103424714,-1.1608560715847005,-1.141015352656921,4,Ru,Fe,Fe,1,0.9714285714285713,0.7654432450185562,0.0,1.0
531,-1.2929781344256772,-1.2203651659594679,-0.9766172252021614,3,Ru,Fe,Fe,1,0.9535714285714283,0.6943838462727558,0.0,1.0
532,-1.4074625384390604,-1.1969261794865955,-0.968560739531984,3,Ru,Fe,Fe,1,0.8857142857142855,0.684172319121686,0.0,1.0
533,-1.2301041252385125,-1.181329184522999,-1.0792519317492473,3,Ru,Fe,Fe,1,0.9714285714285713,0.6943838462727558,0.0,1.0
534,-1.1999587572673032,-1.106916602480933,-1.1425221890304882,3,Fe,Fe,Fe,1,0.9285714285714284,0.6943838462727558,1.0,1.0
535,-1.5657477550365888,-1.0942459106123117,-1.1922652261797828,3,Os,Ru,Ru,1,0.9249999999999998,0.6943838462727558,0.0,1.0
536,-1.5583366598554644,-1.0253889451195017,-1.1126260676970323,4,Os,Ru,Ru,1,0.9785714285714284,0.7700267375036974,0.0,0.6666666666666666
537,-1.3978649947449577,-1.154679014988545,-0.9998633377902502,3,Ru,Fe,Fe,1,0.9035714285714285,0.684172319121686,0.0,1.0
538,-1.4016025274042163,-1.1737678406046128,-1.1914938961552202,3,Ru,Fe,Fe,1,0.9392857142857142,0.684172319121686,0.0,1.0
539,-1.3753016427642064,-1.1759812944879644,-1.0196955651280577,3,Ru,Fe,Fe,1,0.9428571428571427,0.684172319121686,0.0,1.0
540,-1.1590690562172479,-1.249384181395819,-1.2231932068131954,4,Fe,Fe,Fe,1,0.9642857142857141,0.7746102299888384,1.0,1.0
541,-1.6045356769726071,-1.2215037784686142,-1.0220685748306493,3,Ru,Ru,Ru,0,0.9535714285714283,0.6994896098482908,1.0,1.0
542,-1.3973325638030591,-1.0272931030099477,-1.2334478731216953,3,Os,Fe,Fe,1,0.9249999999999998,0.679066555546151,0.0,1.0
543,-1.797715168139003,-1.0314709522399867,-1.0814133980492044,2,Os,Ru,Ru,0,0.907142857142857,0.5855711622047578,0.0,0.6666666666666666
544,-1.479072468182839,-1.0476828958767264,-0.9643115284116428,3,Ru,Fe,Fe,1,0.932142857142857,0.684172319121686,0.0,1.0
545,-0.933326098518783,-1.175328747755408,-1.2237652954761897,4,Ru,Fe,Fe,1,0.9571428571428571,0.7654432450185562,0.0,1.0
546,-1.3339520624837735,-1.0492751144898063,-1.0584609666954259,4,Os,Fe,Fe,1,0.9464285714285712,0.7608597525334153,0.0,1.0
547,-1.3399327371778067,-1.1108978700920025,-1.196757950088471,3,Os,Fe,Fe,1,0.8928571428571428,0.679066555546151,0.0,1.0
